Customer_ID,RM_ID,Age,Gender,City,Income,Segment
CUST000214,RM0106,25,F,Lucknow,35532,Gold
CUST000215,RM0083,45,F,Ahmedabad,-1000,Premium
CUST000216,RM0060,46,F,Ahmedabad,73713,
CUST000217,RM0009,54,M,Bangalore,79778,Gold
CUST000218,RM0216,49,M,Ahmedabad,76993,Premium
CUST000219,RM0009,62,F,Hyderabad,28634,Premium
CUST000220,RM0041,51,F,Hyderabad,126377,
CUST000221,RM0228,39,M,Hyderabad,40407,Premium
CUST000222,RM0102,44,F,Bangalore,88032,
CUST000223,RM0023,47,M,Bangalore,109229,Platinum
CUST000224,RM0203,36,F,Ahmedabad,55409,Silver
CUST000225,RM0006,44,F,Jaipur,69958,Gold
CUST000226,RM0049,42,M,Bangalore,35041,Silver
CUST000227,RM0210,51,M,Lucknow,95671,Premium
CUST000228,RM0199,74,F,Ahmedabad,25657,Premium
CUST000229,RM0040,45,M,,184831,Silver
CUST000230,RM0046,65,F,Jaipur,40917,Bronze
CUST000231,RM0152,51,,Ahmedabad,25407,Platinum
CUST000232,RM0214,44,F,Mumbai,158412,Premium
CUST000233,RM0069,35,M,Chennai,37902,Silver
CUST000234,RM0049,44,F,Lucknow,81579,Platinum
CUST000235,RM0118,43,F,Bangalore,41223,Premium
CUST000236,RM0154,31,F,Kolkata,68499,Silver
CUST000237,RM0083,33,F,Ahmedabad,90995,Gold
CUST000238,RM0102,47,F,,-1000,platinum
CUST000239,RM0055,40,F,Jaipur,93572,
CUST000240,RM0238,18,F,Chennai,77489,Bronze
CUST000241,RM0208,18,F,Bangalore,312576,Platinum
CUST000242,RM0231,35,F,Mumbai,47772,Premium
CUST000243,RM0086,23,M,Lucknow,99190,Bronze
CUST000244,RM0163,39,M,Chennai,79156,Silver
CUST000245,RM0173,58,M,Hyderabad,35959,Bronze
CUST000246,RM0038,61,F,Jaipur,170657,Platinum
CUST000247,RM0179,38,M,Jaipur,163778,Platinum
CUST000248,RM0019,24,F,Chennai,47212,Platinum
CUST000249,RM0153,23,F,Ahmedabad,36025,Gold
CUST000250,,66,M,Mumbai,226688,Silver
CUST000251,RM0159,55,M,Ahmedabad,33065,silver
CUST000252,,38,F,Bangalore,31983,Gold
CUST000253,RM0172,43,F,Mumbai,-1000,Premium
CUST000254,,38,,Kolkata,42984,Silver
CUST000255,RM0098,40,M,Jaipur,192404,Silver
CUST000256,RM0144,58,F,Bangalore,30260,
CUST000257,,47,F,Hyderabad,93684,Silver
CUST000258,RM0228,48,F,Bangalore,113146,Platinum
CUST000259,RM0098,51,F,Lucknow,27034,Gold
CUST000260,RM0139,61,M,Jaipur,21653,Platinum
CUST000261,RM0111,44,M,Jaipur,99613,Gold
CUST000262,RM0185,52,F,Hyderabad,52842,Gold
CUST000263,RM0240,31,M,Lucknow,31189,Silver
CUST000264,RM0156,69,M,Ahmedabad,53823,Gold
CUST000265,RM0217,43,F,Chennai,35666,Silver
CUST000266,RM0105,31,M,Delhi,99865,
CUST000267,RM0245,35,M,Mumbai,20584,Bronze
CUST000268,RM0212,18,M,Ahmedabad,23760,Platinum
CUST000269,RM0225,35,M,Jaipur,65817,Platinum
CUST000270,RM0247,18,F,Kolkata,37241,Bronze
CUST000271,RM0236,53,M,Delhi,95672,Gold
CUST000272,RM0150,48,M,Lucknow,22021,Gold
CUST000273,RM0230,27,M,Delhi,33856,Silver
CUST000274,RM0181,41,M,Kolkata,235859,Platinum
CUST000275,,41,M,Hyderabad,68137,Gold
CUST000276,RM0247,24,M,Hyderabad,80611,Premium
CUST000277,,38,M,Ahmedabad,39760,Premium
CUST000278,RM0114,42,M,,56460,Gold
CUST000279,RM0168,38,F,Delhi,21688,Premium
CUST000280,,31,M,Lucknow,24091,Silver
CUST000281,RM0010,26,F,Delhi,61913,Silver
CUST000282,RM0035,37,M,Delhi,78472,Silver
CUST000283,RM0162,33,F,Pune,29165,Platinum
CUST000284,RM0148,50,F,Bangalore,25522,Gold
CUST000285,RM0060,62,M,Chennai,21604,Premium
CUST000286,RM0107,55,M,Hyderabad,157609,Platinum
CUST000287,RM0079,42,F,Lucknow,81732,Premium
CUST000288,RM0214,32,F,Bangalore,122385,Silver
CUST000289,RM0161,55,M,Hyderabad,40734,Silver
CUST000290,RM0174,51,F,Bangalore,104322,Gold
CUST000291,RM0008,61,F,Delhi,50103,Platinum
CUST000292,RM0193,44,M,Hyderabad,71581,Premium
CUST000293,RM0078,68,F,Ahmedabad,24257,Premium
CUST000294,RM0040,44,M,Jaipur,23112,Platinum
CUST000295,RM0034,32,M,,122701,
CUST000296,RM0176,34,F,,32372,Silver
CUST000297,RM0164,49,F,Hyderabad,73750,Gold
CUST000298,RM0071,33,F,Hyderabad,54477,Platinum
CUST000299,RM0181,67,F,Mumbai,32967,Gold
CUST000300,RM0121,48,M,Lucknow,300431,Bronze
CUST000301,RM0177,42,M,Ahmedabad,31128,Silver
CUST000302,RM0024,43,F,Chennai,77007,Bronze
CUST000303,RM0230,38,F,Pune,121350,Bronze
CUST000304,RM0008,18,F,Bangalore,84945,Bronze
CUST000305,RM0104,34,F,Kolkata,41227,Silver
CUST000306,RM0062,65,F,Kolkata,43184,Bronze
CUST000307,RM0088,45,F,Lucknow,48867,Premium
CUST000308,RM0143,57,M,Lucknow,84596,Silver
CUST000309,RM0098,58,M,Bangalore,135481,Premium
CUST000310,RM0075,41,F,Hyderabad,47384,Gold
CUST000311,RM0240,51,F,Hyderabad,141727,Silver
CUST000312,,18,F,Hyderabad,31828,Premium
CUST000313,RM0061,64,F,Bangalore,86046,Silver
CUST000314,RM0049,62,M,Delhi,27053,Silver
CUST000315,RM0037,49,M,Kolkata,29903,Bronze
CUST000316,RM0229,45,F,Ahmedabad,33560,Bronze
CUST000317,RM0058,41,F,Jaipur,34199,Platinum
CUST000318,RM0009,59,M,Jaipur,122300,Silver
CUST000319,RM0193,53,M,Delhi,42254,Premium
CUST000320,RM0139,18,M,Jaipur,64941,Premium
CUST000321,RM0147,36,F,Lucknow,194357,Silver
CUST000322,RM0162,25,M,Delhi,34929,Premium
CUST000323,RM0020,22,F,,94244,Gold
CUST000324,RM0045,59,M,Jaipur,27013,Bronze
CUST000325,RM0088,41,F,Kolkata,33462,Platinum
CUST000326,RM0061,49,F,Hyderabad,23816,Gold
CUST000327,RM0030,43,M,Kolkata,40549,Bronze
CUST000328,RM0038,22,F,Mumbai,108270,Silver
CUST000329,RM0137,18,F,Hyderabad,68004,Bronze
CUST000330,RM0066,35,M,Bangalore,81341,Gold
CUST000331,RM0003,36,F,Hyderabad,21868,Premium
CUST000332,RM0009,36,M,Delhi,-1000,Platinum
CUST000333,RM0155,54,M,Hyderabad,52182,Platinum
CUST000334,RM0170,60,F,Delhi,112949,Silver
CUST000335,RM0016,47,M,Ahmedabad,121350,Premium
CUST000336,RM0052,61,F,Delhi,31523,Bronze
CUST000337,RM0184,37,F,,22939,
CUST000338,RM0168,33,F,Jaipur,57875,Bronze
CUST000339,RM0198,40,,Ahmedabad,155810,Premium
CUST000340,RM0138,26,M,Pune,39001,Silver
CUST000341,RM0118,33,F,Hyderabad,28028,Gold
CUST000342,RM0230,42,M,Chennai,235737,Bronze
CUST000343,,44,F,Ahmedabad,121216,Bronze
CUST000344,RM0005,48,F,Jaipur,50324,Premium
CUST000345,RM0149,18,,Lucknow,74960,Gold
CUST000346,,80,M,Bangalore,27520,Gold
CUST000347,RM0017,27,M,Kolkata,75955,Bronze
CUST000348,RM0214,51,M,Chennai,195181,Silver
CUST000349,RM0152,46,F,Ahmedabad,49326,Silver
CUST000350,RM0149,32,F,Mumbai,121301,Platinum
CUST000351,RM0023,50,F,Chennai,111043,Silver
CUST000352,RM0070,28,M,Lucknow,164671,Gold
CUST000353,RM0161,41,M,Delhi,68096,bronze
CUST000354,RM0221,72,M,Chennai,121591,Gold
CUST000355,RM0039,35,M,Pune,153645,Bronze
CUST000356,RM0112,43,M,Mumbai,78482,Bronze
CUST000357,RM0030,25,M,Pune,73776,Bronze
CUST000358,RM0029,52,M,Lucknow,45032,Bronze
CUST000359,RM0228,30,M,Chennai,73624,Platinum
CUST000360,RM0250,46,M,Ahmedabad,392086,Premium
CUST000361,RM0044,57,M,Jaipur,96251,Silver
CUST000362,RM0023,38,F,,61852,Gold
CUST000363,RM0224,50,M,Mumbai,45887,Platinum
CUST000364,RM0012,47,F,Delhi,39802,Platinum
CUST000365,RM0062,57,F,Delhi,91834,Bronze
CUST000366,,50,M,Ahmedabad,99928,Bronze
CUST000367,RM0224,61,M,Delhi,26403,Silver
CUST000368,RM0177,38,M,Delhi,59316,
CUST000369,RM0086,22,F,Mumbai,79448,Silver
CUST000370,RM0045,18,F,Delhi,44596,Platinum
CUST000371,RM0189,18,F,Hyderabad,43360,Gold
CUST000372,RM0109,37,M,Jaipur,32891,Silver
CUST000373,RM0137,44,M,Ahmedabad,75163,Silver
CUST000374,RM0101,31,M,Chennai,68312,Premium
CUST000375,RM0161,18,F,Mumbai,8888888,Platinum
CUST000376,RM0017,31,F,Pune,-5000,Platinum
CUST000377,RM0171,42,F,Hyderabad,52617,Bronze
CUST000378,RM0096,58,M,Bangalore,21298,Premium
CUST000379,RM0074,24,F,Ahmedabad,45443,Gold
CUST000380,RM0048,19,F,Bangalore,63395,Silver
CUST000381,RM0032,76,F,Jaipur,92383,Bronze
CUST000382,RM0085,52,M,Ahmedabad,103828,Silver
CUST000383,RM0029,38,M,Chennai,150888,Gold
CUST000384,RM0024,47,F,Delhi,23107,Gold
CUST000385,RM0115,39,M,Pune,25347,Platinum
CUST000386,RM0184,50,F,Jaipur,53264,silver
CUST000387,RM0187,28,F,Kolkata,38357,Bronze
CUST000388,RM0151,27,F,Lucknow,101234,Silver
CUST000389,RM0023,18,M,Kolkata,9999999,Platinum
CUST000390,RM0126,47,F,Mumbai,67123,Platinum
CUST000391,RM0077,27,F,Ahmedabad,46683,Bronze
CUST000392,RM0166,56,F,Lucknow,26498,Silver
CUST000393,RM0067,50,M,Bangalore,30010,Premium
CUST000394,RM0038,27,F,Pune,57239,Gold
CUST000395,,32,M,Lucknow,61886,Premium
CUST000396,RM0140,46,F,Lucknow,34823,Silver
CUST000397,RM0037,41,M,Bangalore,9999999,Bronze
CUST000398,RM0213,50,M,Delhi,101992,Platinum
CUST000399,RM0034,33,F,Lucknow,70140,Silver
CUST000400,RM0249,42,M,Bangalore,171210,Premium
CUST000401,RM0079,60,M,Ahmedabad,127797,Premium
CUST000402,RM0011,47,F,Hyderabad,32943,
CUST000403,,49,M,Chennai,46468,
CUST000404,RM0090,22,M,Lucknow,-5000,Silver
CUST000405,RM0146,23,F,Jaipur,95825,Premium
CUST000406,,31,M,Delhi,36065,Platinum
CUST000407,RM0091,37,F,Delhi,75063,Platinum
CUST000408,RM0127,60,F,Hyderabad,25020,Platinum
CUST000409,RM0189,29,F,Delhi,64168,Bronze
CUST000410,RM0206,74,M,Jaipur,29196,gold
CUST000411,RM0022,51,M,Chennai,32214,Platinum
CUST000412,RM0153,48,F,Lucknow,25030,Gold
CUST000413,RM0194,42,F,Jaipur,66709,Bronze
CUST000414,RM0197,39,M,,59559,Bronze
CUST000415,RM0213,33,M,Lucknow,65128,Gold
CUST000416,RM0020,21,F,Hyderabad,54335,Bronze
CUST000417,RM0208,29,M,Pune,47948,Premium
CUST000418,RM0114,66,F,Bangalore,83221,
CUST000419,RM0035,50,F,Bangalore,36021,Premium
CUST000420,RM0101,66,F,Mumbai,24137,Bronze
CUST000421,RM0033,33,F,Kolkata,32851,platinum
CUST000422,RM0092,26,M,Delhi,41924,Gold
CUST000423,RM0030,42,F,Kolkata,23500,
CUST000424,RM0179,30,F,Ahmedabad,100561,
CUST000425,RM0173,45,F,Delhi,126046,Silver
CUST000426,RM0138,18,M,Delhi,72616,Silver
CUST000427,RM0149,18,F,Delhi,40248,Premium
CUST000428,RM0078,47,F,Ahmedabad,75355,Platinum
CUST000429,RM0141,67,F,Ahmedabad,51293,
CUST000430,RM0164,48,M,Pune,23101,Bronze
CUST000431,RM0062,50,M,Kolkata,29636,Silver
CUST000432,RM0074,43,M,Chennai,78559,Platinum
CUST000433,RM0080,44,M,Bangalore,25083,Bronze
CUST000434,,20,F,Mumbai,49925,Platinum
CUST000435,RM0022,30,F,Delhi,74668,Premium
CUST000436,RM0215,60,M,Lucknow,99347,Premium
CUST000437,RM0239,25,F,Lucknow,264532,Premium
CUST000438,RM0207,37,M,Ahmedabad,150865,Bronze
CUST000439,RM0221,60,F,Chennai,56798,Silver
CUST000440,RM0226,44,M,Lucknow,68853,Bronze
CUST000441,,44,M,Kolkata,26831,Premium
CUST000442,RM0246,37,F,Kolkata,107454,Premium
CUST000443,RM0235,52,M,Pune,21841,Gold
CUST000444,RM0197,56,F,Kolkata,38057,Silver
CUST000445,RM0086,30,M,Lucknow,24586,Premium
CUST000446,RM0141,22,M,Bangalore,158197,Premium
CUST000447,,18,M,Kolkata,45290,Platinum
CUST000448,RM0082,49,F,Chennai,49638,Gold
CUST000449,RM0095,47,M,Ahmedabad,145907,Platinum
CUST000450,RM0180,79,M,Pune,54354,
CUST000451,RM0146,43,F,Chennai,43952,Bronze
CUST000452,RM0221,40,M,Hyderabad,125176,Bronze
CUST000453,RM0049,46,M,Chennai,98039,gold
CUST000454,RM0176,46,F,Kolkata,38169,Bronze
CUST000455,RM0189,39,M,Pune,29529,Platinum
CUST000456,RM0241,30,F,Kolkata,79364,premium
CUST000457,RM0034,42,F,Ahmedabad,71217,Platinum
CUST000458,RM0082,41,M,Hyderabad,106433,Silver
CUST000459,RM0238,41,F,Kolkata,66602,Silver
CUST000460,RM0081,54,F,Bangalore,92368,Gold
CUST000461,,42,F,,45429,Gold
CUST000462,RM0182,22,M,Chennai,27913,Premium
CUST000463,RM0047,32,M,Mumbai,21307,Silver
CUST000464,RM0147,39,F,,27260,Gold
CUST000465,RM0175,42,M,Ahmedabad,188808,Premium
CUST000466,RM0245,49,F,Lucknow,48325,Silver
CUST000467,RM0221,42,F,Hyderabad,48947,Silver
CUST000468,RM0248,18,F,Bangalore,25583,Premium
CUST000469,RM0126,23,F,Pune,68325,Silver
CUST000470,RM0126,50,F,Lucknow,72519,Silver
CUST000471,RM0162,38,M,Bangalore,22996,
CUST000472,RM0135,64,F,Bangalore,283596,Silver
CUST000473,RM0077,44,M,Jaipur,225764,Silver
CUST000474,RM0025,36,M,Ahmedabad,33667,Silver
CUST000475,RM0047,32,F,Ahmedabad,78908,
CUST000476,RM0116,37,F,Delhi,23215,Gold
CUST000477,RM0005,44,F,Lucknow,-1000,
CUST000478,RM0078,42,F,Delhi,104092,Silver
CUST000479,RM0004,18,M,Kolkata,68894,Gold
CUST000480,RM0220,55,F,,57437,Silver
CUST000481,RM0040,26,M,Lucknow,128843,Bronze
CUST000482,RM0101,38,F,Lucknow,49872,
CUST000483,RM0142,34,F,Mumbai,46732,
CUST000484,RM0109,24,F,Lucknow,107878,Silver
CUST000485,RM0089,55,F,Jaipur,20554,Gold
CUST000486,RM0233,53,F,Pune,46905,Bronze
CUST000487,RM0205,36,F,Chennai,35042,Gold
CUST000488,RM0126,41,M,Pune,91416,Bronze
CUST000489,RM0092,43,F,Chennai,32116,Platinum
CUST000490,RM0058,25,F,Jaipur,20609,Silver
CUST000491,RM0027,27,M,Lucknow,59699,Bronze
CUST000492,RM0220,41,M,Pune,50291,Premium
CUST000493,RM0075,24,F,Bangalore,39628,Bronze
CUST000494,RM0052,41,F,Bangalore,86847,Premium
CUST000495,RM0096,18,F,Bangalore,45083,Gold
CUST000496,RM0106,35,M,Mumbai,50758,Platinum
CUST000497,RM0133,46,F,Mumbai,175427,Silver
CUST000498,RM0165,45,F,Pune,97300,Platinum
CUST000499,RM0003,59,F,Jaipur,48777,Platinum
CUST000500,RM0159,25,M,,34696,Bronze
CUST000501,RM0186,40,M,Hyderabad,70695,Platinum
CUST000502,RM0194,55,F,Hyderabad,73845,
