RM_ID,Month,Target,Achievement
RM0003,2024-03,86185.0,154975.0
RM0003,2024-04,216746.0,196915.0
RM0003,2024-05,61800.0,74036.0
RM0003,2024-06,203958.0,310956.0
RM0003,2024-10,101073.0,179115.0
RM0003,2024-11,136829.0,101789.0
RM0003,2024-12,114260.0,123329.0
RM0004,2023-02,463984.0,650848.0
RM0004,2023-03,179096.0,97466.0
RM0004,2023-04,74263.0,78220.0
RM0004,2023-05,245684.0,350472.0
RM0004,2023-06,88410.0,39797.0
RM0004,2023-07,122788.0,205947.0
RM0004,2023-08,168239.0,131251.0
RM0004,2023-09,108653.0,54123.0
RM0004,2023-10,146146.0,217325.0
RM0004,2023-11,568944.0,598752.0
RM0004,2023-12,77446.0,102571.0
RM0004,2024-01,262075.0,106808.0
RM0004,2024-03,334707.0,516782.0
RM0004,2024-04,145952.0,166477.0
RM0004,2024-05,237454.0,312281.0
RM0004,2024-06,52501.0,25392.0
RM0004,2024-07,76616.0,109830.0
RM0004,2024-08,136995.0,153195.0
RM0004,2024-09,272214.0,220894.0
RM0004,2024-10,257279.0,247875.0
RM0004,2024-11,121024.0,96765.0
RM0004,2024-12,552624.0,805703.0
RM0005,2023-01,53060.0,92118.0
RM0005,2023-02,274041.0,143532.0
RM0005,2023-03,61911.0,47194.0
RM0005,2023-04,196797.0,241040.0
RM0005,2023-05,98413.0,95314.0
RM0005,2023-06,85717.0,32218.0
RM0005,2023-07,159151.0,130581.0
RM0005,2023-08,167422.0,287925.0
RM0005,2023-09,73212.0,22179.0
RM0005,2023-10,61999.0,61630.0
RM0005,2023-11,234102.0,274167.0
RM0005,2023-12,152448.0,126675.0
RM0005,2024-01,105653.0,91329.0
RM0005,2024-02,191871.0,105841.0
RM0005,2024-03,271342.0,315538.0
RM0005,2024-04,-10000.0,0.0
RM0005,2024-05,154318.0,269156.0
RM0005,2024-06,53105.0,31824.0
RM0005,2024-07,139234.0,175108.0
RM0005,2024-08,85782.0,145581.0
RM0005,2024-09,204323.0,330216.0
RM0005,2024-10,109919.0,169652.0
RM0005,2024-11,121275.0,82361.0
RM0005,2024-12,413976.0,181457.0
RM0006,2023-01,479413.0,473551.0
RM0006,2023-02,786458.0,872490.0
RM0006,2023-03,262505.0,81535.0
RM0006,2023-04,152975.0,215110.0
RM0006,2023-06,279059.0,149875.0
RM0006,2023-07,131443.0,-5000.0
RM0006,2023-08,131469.0,59879.0
RM0006,2023-09,137790.0,208151.0
RM0006,2023-10,103539.0,98244.0
RM0006,2023-11,536470.0,186456.0
RM0006,2023-12,184297.0,260808.0
RM0006,2024-01,264619.0,363561.0
RM0006,2024-02,244441.0,94969.0
RM0006,2024-03,164579.0,242664.0
RM0006,2024-04,-10000.0,0.0
RM0006,2024-06,51818.0,78858.0
RM0006,2024-07,236872.0,217521.0
RM0006,2024-08,473005.0,685808.0
RM0006,2024-09,565652.0,958199.0
RM0006,2024-10,148462.0,212607.0
RM0006,2024-11,215932.0,327605.0
RM0006,2024-12,282455.0,149658.0
RM0007,2023-01,89934.0,62827.0
RM0007,2023-02,305973.0,463889.0
RM0007,2023-03,152579.0,178707.0
RM0007,2023-04,313102.0,240741.0
RM0007,2023-06,57722.0,59101.0
RM0007,2023-07,417518.0,620307.0
RM0007,2023-08,118502.0,47063.0
RM0007,2023-09,201969.0,
RM0007,2023-10,319809.0,414927.0
RM0007,2023-11,133027.0,64522.0
RM0007,2023-12,412487.0,294489.0
RM0007,2024-01,88095.0,134253.0
RM0007,2024-02,646243.0,833808.0
RM0007,2024-03,197048.0,153529.0
RM0007,2024-04,53093.0,31202.0
RM0007,2024-05,181715.0,95759.0
RM0007,2024-06,372912.0,217115.0
RM0007,2024-07,160754.0,171688.0
RM0007,2024-08,188930.0,149472.0
RM0007,2024-09,360167.0,348084.0
RM0007,2024-10,230672.0,289231.0
RM0007,2024-11,68691.0,84761.0
RM0007,2024-12,170010.0,280160.0
RM0008,2023-01,369139.0,194326.0
RM0008,2023-03,62782.0,46577.0
RM0008,2023-04,697019.0,231661.0
RM0008,2023-05,217619.0,263921.0
RM0008,2023-06,206013.0,129258.0
RM0008,2023-07,88566.0,83780.0
RM0008,2023-08,,
RM0008,2023-09,65115.0,26822.0
RM0008,2023-10,63876.0,74062.0
RM0008,2023-11,126060.0,93337.0
RM0008,2023-12,106929.0,65325.0
RM0008,2024-01,129528.0,78310.0
RM0008,2024-02,229622.0,111573.0
RM0008,2024-03,494176.0,214832.0
RM0008,2024-04,480922.0,745401.0
RM0008,2024-05,221249.0,369143.0
RM0008,2024-06,72487.0,40916.0
RM0008,2024-07,93583.0,62440.0
RM0008,2024-08,105844.0,123143.0
RM0008,2024-09,0.0,0.0
RM0008,2024-10,122256.0,81859.0
RM0008,2024-11,189950.0,337684.0
RM0008,2024-12,159364.0,149567.0
RM0009,2023-01,118887.0,175646.0
RM0009,2023-02,61205.0,106475.0
RM0009,2023-03,131171.0,101073.0
RM0009,2023-04,597842.0,1018614.0
RM0009,2023-05,204055.0,66881.0
RM0009,2023-06,257067.0,206511.0
RM0009,2023-07,-10000.0,0.0
RM0009,2023-08,75928.0,82396.0
RM0009,2023-09,254710.0,180720.0
RM0009,2023-10,468876.0,-5000.0
RM0009,2023-11,82487.0,32944.0
RM0009,2023-12,205077.0,322786.0
RM0009,2024-02,509065.0,738529.0
RM0009,2024-03,83405.0,147334.0
RM0009,2024-04,427805.0,233047.0
RM0009,2024-05,172733.0,195754.0
RM0009,2024-06,137653.0,244529.0
RM0009,2024-07,,
RM0009,2024-08,59221.0,73482.0
RM0009,2024-09,84469.0,92155.0
RM0009,2024-10,276942.0,185576.0
RM0009,2024-11,124972.0,215720.0
RM0009,2024-12,264995.0,307151.0
RM0010,2023-01,87653.0,82214.0
RM0010,2023-02,273123.0,418100.0
RM0010,2023-03,92077.0,119063.0
RM0010,2023-05,64973.0,21754.0
RM0010,2023-06,169334.0,107792.0
RM0010,2023-07,62329.0,86932.0
RM0010,2023-08,153365.0,-5000.0
RM0010,2023-09,288649.0,374064.0
RM0010,2023-10,246291.0,187437.0
RM0010,2023-11,95831.0,115122.0
RM0010,2023-12,83486.0,127159.0
RM0010,2024-01,161010.0,103124.0
RM0010,2024-02,197191.0,338686.0
RM0010,2024-04,62849.0,29163.0
RM0010,2024-05,328530.0,152566.0
RM0010,2024-07,56025.0,46046.0
RM0010,2024-08,144302.0,166548.0
RM0010,2024-09,156178.0,260782.0
RM0010,2024-10,0.0,0.0
RM0010,2024-11,668506.0,
RM0010,2024-12,147069.0,62724.0
RM0011,2023-01,516943.0,158272.0
RM0011,2023-02,274480.0,95223.0
RM0011,2023-03,264828.0,452037.0
RM0011,2023-04,123962.0,81994.0
RM0011,2023-05,88481.0,91805.0
RM0011,2023-06,78109.0,102274.0
RM0011,2023-07,118913.0,93306.0
RM0011,2023-08,142785.0,159045.0
RM0011,2023-09,72960.0,99345.0
RM0011,2023-10,371769.0,266551.0
RM0011,2023-11,79839.0,115028.0
RM0011,2023-12,80416.0,29101.0
RM0011,2024-01,194839.0,128521.0
RM0011,2024-02,78276.0,138736.0
RM0011,2024-03,101768.0,168442.0
RM0011,2024-05,79442.0,121424.0
RM0011,2024-06,154578.0,64596.0
RM0011,2024-07,248416.0,406932.0
RM0011,2024-08,76692.0,106478.0
RM0011,2024-09,138332.0,197926.0
RM0011,2024-10,237726.0,80803.0
RM0011,2024-12,79533.0,80053.0
RM0012,2023-01,456795.0,371424.0
RM0012,2023-02,198681.0,63205.0
RM0012,2023-03,236265.0,284605.0
RM0012,2023-06,238497.0,395187.0
RM0012,2023-07,73761.0,51070.0
RM0012,2023-08,870219.0,465067.0
RM0012,2023-09,241281.0,334804.0
RM0012,2023-10,222325.0,142546.0
RM0012,2023-11,86336.0,112194.0
RM0012,2024-01,80915.0,104570.0
RM0012,2024-02,151747.0,133528.0
RM0012,2024-03,103551.0,178249.0
RM0012,2024-04,156420.0,178612.0
RM0012,2024-05,497144.0,636749.0
RM0012,2024-06,524988.0,241258.0
RM0012,2024-07,331244.0,266029.0
RM0012,2024-08,299495.0,474236.0
RM0012,2024-09,97512.0,89052.0
RM0012,2024-10,244201.0,109544.0
RM0012,2024-11,261301.0,121690.0
RM0012,2024-12,418808.0,299242.0
RM0013,2023-01,178561.0,84946.0
RM0013,2023-02,97102.0,87967.0
RM0013,2023-03,150136.0,45056.0
RM0013,2023-04,379269.0,118146.0
RM0013,2023-05,272873.0,274474.0
RM0013,2023-06,161312.0,98787.0
RM0013,2023-07,190232.0,210367.0
RM0013,2023-08,76911.0,50544.0
RM0013,2023-09,60387.0,24120.0
RM0013,2023-10,52080.0,32847.0
RM0013,2023-11,220756.0,170936.0
RM0013,2023-12,112950.0,56233.0
RM0013,2024-01,178516.0,145171.0
RM0013,2024-02,219198.0,309549.0
RM0013,2024-03,181810.0,129831.0
RM0013,2024-04,156576.0,106142.0
RM0013,2024-05,399821.0,579571.0
RM0013,2024-06,151888.0,265528.0
RM0013,2024-07,168698.0,133744.0
RM0013,2024-08,65050.0,72570.0
RM0013,2024-10,345363.0,552607.0
RM0013,2024-11,189166.0,168387.0
RM0013,2024-12,207600.0,299610.0
RM0014,2023-01,129558.0,131421.0
RM0014,2023-02,221204.0,357239.0
RM0014,2023-03,284820.0,95012.0
RM0014,2023-04,69922.0,110418.0
RM0014,2023-05,319205.0,281925.0
RM0014,2023-06,181660.0,301331.0
RM0014,2023-07,413812.0,610223.0
RM0014,2023-08,85280.0,119001.0
RM0014,2023-09,65987.0,108278.0
RM0014,2023-10,74227.0,96014.0
RM0014,2023-11,191334.0,280371.0
RM0014,2023-12,170302.0,66307.0
RM0014,2024-01,233547.0,204290.0
RM0014,2024-02,107912.0,192893.0
RM0014,2024-03,,
RM0014,2024-04,183886.0,251202.0
RM0014,2024-05,162085.0,
RM0014,2024-07,270433.0,386207.0
RM0014,2024-08,210567.0,378307.0
RM0014,2024-09,142370.0,193521.0
RM0014,2024-10,289758.0,250365.0
RM0014,2024-11,141645.0,248410.0
RM0014,2024-12,54923.0,44100.0
RM0015,2023-02,149891.0,45296.0
RM0015,2023-03,394084.0,287431.0
RM0015,2023-04,94701.0,144938.0
RM0015,2023-05,98856.0,127171.0
RM0015,2023-06,308477.0,459234.0
RM0015,2023-07,278455.0,120558.0
RM0015,2023-08,62482.0,47496.0
RM0015,2023-09,55491.0,58301.0
RM0015,2023-10,125324.0,142310.0
RM0015,2023-11,103241.0,106196.0
RM0015,2023-12,111137.0,65883.0
RM0015,2024-01,207202.0,271466.0
RM0015,2024-02,315117.0,508008.0
RM0015,2024-03,232843.0,309971.0
RM0015,2024-04,58751.0,27299.0
RM0015,2024-05,301146.0,195572.0
RM0015,2024-06,115907.0,60033.0
RM0015,2024-07,82565.0,120802.0
RM0015,2024-08,95543.0,93016.0
RM0015,2024-09,74673.0,98336.0
RM0015,2024-10,245441.0,206793.0
RM0015,2024-11,280390.0,185018.0
RM0015,2024-12,226601.0,316096.0
RM0016,2023-01,569416.0,369256.0
RM0016,2023-02,64759.0,44978.0
RM0016,2023-03,69663.0,-5000.0
RM0016,2023-04,77894.0,62406.0
RM0016,2023-05,130162.0,215494.0
RM0016,2023-06,82651.0,145270.0
RM0016,2023-08,299230.0,485413.0
RM0016,2023-09,447702.0,640151.0
RM0016,2023-10,283228.0,270972.0
RM0016,2023-11,157140.0,266938.0
RM0016,2023-12,121284.0,44016.0
RM0016,2024-01,265798.0,308255.0
RM0016,2024-02,303009.0,125241.0
RM0016,2024-03,195624.0,131373.0
RM0016,2024-04,400372.0,186118.0
RM0016,2024-06,327792.0,141878.0
RM0016,2024-07,53812.0,35117.0
RM0016,2024-08,110754.0,137312.0
RM0016,2024-09,71186.0,68053.0
RM0016,2024-11,84273.0,133400.0
RM0016,2024-12,56901.0,47450.0
RM0017,2023-01,199695.0,333417.0
RM0017,2023-02,0.0,0.0
RM0017,2023-04,388343.0,153115.0
RM0017,2023-05,325755.0,478817.0
RM0017,2023-06,399080.0,306239.0
RM0017,2023-07,414162.0,374386.0
RM0017,2023-08,200809.0,-5000.0
RM0017,2023-09,132793.0,125020.0
RM0017,2023-10,168659.0,140643.0
RM0017,2023-11,0.0,0.0
RM0017,2023-12,200620.0,267754.0
RM0017,2024-01,89406.0,156850.0
RM0017,2024-02,211899.0,126248.0
RM0017,2024-03,258238.0,144760.0
RM0017,2024-04,59822.0,65285.0
RM0017,2024-06,170955.0,99743.0
RM0017,2024-07,114243.0,196344.0
RM0017,2024-08,100321.0,53506.0
RM0017,2024-09,785172.0,591594.0
RM0017,2024-11,221034.0,143084.0
RM0017,2024-12,169816.0,149340.0
RM0018,2023-01,538873.0,511503.0
RM0018,2023-02,181623.0,311873.0
RM0018,2023-03,729708.0,330183.0
RM0018,2023-04,319655.0,279114.0
RM0018,2023-05,185516.0,160020.0
RM0018,2023-06,126903.0,68310.0
RM0018,2023-07,177563.0,198883.0
RM0018,2023-08,81488.0,90663.0
RM0018,2023-09,592354.0,-5000.0
RM0018,2023-10,237978.0,243088.0
RM0018,2023-11,421690.0,490413.0
RM0018,2024-01,71762.0,80464.0
RM0018,2024-02,79945.0,116020.0
RM0018,2024-03,562481.0,473174.0
RM0018,2024-04,135617.0,126428.0
RM0018,2024-05,100383.0,-5000.0
RM0018,2024-08,287112.0,352169.0
RM0018,2024-09,59929.0,93381.0
RM0018,2024-10,81069.0,143388.0
RM0018,2024-11,120900.0,148063.0
RM0018,2024-12,62152.0,50777.0
RM0019,2023-01,293191.0,297827.0
RM0019,2023-02,402456.0,467938.0
RM0019,2023-03,445860.0,790917.0
RM0019,2023-04,140741.0,161533.0
RM0019,2023-05,320199.0,202461.0
RM0019,2023-06,346673.0,411805.0
RM0019,2023-07,243920.0,
RM0019,2023-09,62483.0,90555.0
RM0019,2023-10,105830.0,159575.0
RM0019,2023-11,156743.0,111588.0
RM0019,2023-12,507876.0,735198.0
RM0019,2024-01,686978.0,581667.0
RM0019,2024-02,207139.0,252167.0
RM0019,2024-03,224499.0,80252.0
RM0019,2024-04,101737.0,169291.0
RM0019,2024-05,132700.0,231026.0
RM0019,2024-06,86024.0,154510.0
RM0019,2024-07,229391.0,335963.0
RM0019,2024-08,125841.0,208960.0
RM0019,2024-09,168271.0,222354.0
RM0019,2024-10,64941.0,81015.0
RM0019,2024-11,366892.0,208183.0
RM0020,2023-01,250754.0,84780.0
RM0020,2023-02,440965.0,782437.0
RM0020,2023-03,115585.0,53239.0
RM0020,2023-04,211194.0,72809.0
RM0020,2023-05,148807.0,105306.0
RM0020,2023-06,146179.0,47860.0
RM0020,2023-07,57948.0,
RM0020,2023-08,52415.0,64402.0
RM0020,2023-09,173178.0,112520.0
RM0020,2023-10,206041.0,335086.0
RM0020,2023-11,98718.0,152814.0
RM0020,2023-12,212932.0,74681.0
RM0020,2024-01,120536.0,127965.0
RM0020,2024-02,247346.0,180734.0
RM0020,2024-03,658818.0,874126.0
RM0020,2024-04,119976.0,53453.0
RM0020,2024-05,80018.0,82531.0
RM0020,2024-06,152389.0,221204.0
RM0020,2024-07,244290.0,147040.0
RM0020,2024-08,185564.0,61409.0
RM0020,2024-09,126261.0,182593.0
RM0020,2024-10,126501.0,196505.0
RM0020,2024-11,610428.0,739117.0
RM0021,2023-01,73498.0,63907.0
RM0021,2023-03,51429.0,
RM0021,2023-04,188469.0,288800.0
RM0021,2023-05,199113.0,294513.0
RM0021,2023-06,291343.0,459307.0
RM0021,2023-07,96522.0,155101.0
RM0021,2023-08,209238.0,153703.0
RM0021,2023-09,704860.0,1216076.0
RM0021,2023-10,178152.0,278774.0
RM0021,2023-11,95469.0,88218.0
RM0021,2023-12,80495.0,86946.0
RM0021,2024-01,0.0,0.0
RM0021,2024-02,85893.0,112451.0
RM0021,2024-03,68798.0,27005.0
RM0021,2024-04,122896.0,112417.0
RM0021,2024-05,107792.0,74044.0
RM0021,2024-06,112049.0,61073.0
RM0021,2024-07,127489.0,211237.0
RM0021,2024-08,88122.0,116909.0
RM0021,2024-09,72935.0,60598.0
RM0021,2024-10,-10000.0,0.0
RM0021,2024-11,464763.0,437794.0
RM0021,2024-12,225903.0,271918.0
RM0022,2023-01,72803.0,-5000.0
RM0022,2023-02,470867.0,385547.0
RM0022,2023-03,56868.0,42688.0
RM0022,2023-06,111338.0,48890.0
RM0022,2023-07,195128.0,160033.0
RM0022,2023-08,198787.0,-5000.0
RM0022,2023-09,51014.0,90451.0
RM0022,2023-10,78042.0,100595.0
RM0022,2023-11,238703.0,133056.0
RM0022,2023-12,67768.0,35840.0
RM0022,2024-01,92517.0,51101.0
RM0022,2024-02,218128.0,203131.0
RM0022,2024-03,165760.0,61497.0
RM0022,2024-04,346261.0,192471.0
RM0022,2024-05,116978.0,47709.0
RM0022,2024-07,72065.0,93590.0
RM0022,2024-09,226934.0,298519.0
RM0022,2024-10,170490.0,294740.0
RM0022,2024-11,156140.0,152098.0
RM0022,2024-12,92662.0,41537.0
RM0023,2023-02,169162.0,130649.0
RM0023,2023-03,161358.0,98295.0
RM0023,2023-04,,
RM0023,2023-05,323183.0,581582.0
RM0023,2023-06,108380.0,169451.0
RM0023,2023-07,359518.0,645015.0
RM0023,2023-08,112946.0,161971.0
RM0023,2023-09,88972.0,110075.0
RM0023,2023-10,233036.0,328972.0
RM0023,2023-11,84822.0,133432.0
RM0023,2023-12,131960.0,82416.0
RM0023,2024-01,167306.0,266859.0
RM0023,2024-02,562087.0,799462.0
RM0023,2024-03,50845.0,25526.0
RM0023,2024-04,61900.0,27967.0
RM0023,2024-05,122441.0,98900.0
RM0023,2024-06,68102.0,-5000.0
RM0023,2024-07,370860.0,453614.0
RM0023,2024-08,288786.0,-5000.0
RM0023,2024-09,119674.0,109544.0
RM0023,2024-10,107325.0,102778.0
RM0023,2024-11,191386.0,198941.0
RM0023,2024-12,322947.0,532929.0
RM0024,2023-01,145142.0,95738.0
RM0024,2023-02,485589.0,681066.0
RM0024,2023-04,203300.0,288303.0
RM0024,2023-05,61853.0,24830.0
RM0024,2023-06,74929.0,39051.0
RM0024,2023-07,131882.0,70702.0
RM0024,2023-08,339163.0,395852.0
RM0024,2023-09,118892.0,48083.0
RM0024,2023-10,184116.0,87418.0
RM0024,2023-11,253930.0,381945.0
RM0024,2023-12,167781.0,87985.0
RM0024,2024-01,281872.0,214713.0
RM0024,2024-03,87780.0,88292.0
RM0024,2024-04,433904.0,-5000.0
RM0024,2024-05,102939.0,170710.0
RM0024,2024-06,58271.0,24781.0
RM0024,2024-07,229878.0,134682.0
RM0024,2024-08,107105.0,54040.0
RM0024,2024-09,110575.0,79690.0
RM0024,2024-10,249962.0,338207.0
RM0024,2024-11,514921.0,714006.0
RM0024,2024-12,228026.0,305852.0
RM0025,2023-01,371795.0,276747.0
RM0025,2023-02,103520.0,146151.0
RM0025,2023-03,88952.0,148374.0
RM0025,2023-04,164787.0,123621.0
RM0025,2023-05,274483.0,210934.0
RM0025,2023-06,545658.0,968261.0
RM0025,2023-07,214850.0,101076.0
RM0025,2023-09,95817.0,102823.0
RM0025,2023-10,336022.0,193995.0
RM0025,2023-11,66539.0,27395.0
RM0025,2023-12,156077.0,253945.0
RM0025,2024-01,56492.0,34939.0
RM0025,2024-02,227261.0,349708.0
RM0025,2024-04,297070.0,438951.0
RM0025,2024-05,70854.0,63475.0
RM0025,2024-06,677423.0,1208069.0
RM0025,2024-07,188356.0,256898.0
RM0025,2024-08,503261.0,490625.0
RM0025,2024-09,72077.0,93946.0
RM0025,2024-10,533215.0,717605.0
RM0025,2024-11,293927.0,274564.0
RM0026,2023-01,65215.0,36084.0
RM0026,2023-03,658166.0,684345.0
RM0026,2023-04,51814.0,89796.0
RM0026,2023-05,153307.0,238300.0
RM0026,2023-07,169263.0,76600.0
RM0026,2023-09,193398.0,347362.0
RM0026,2023-10,55303.0,86421.0
RM0026,2023-12,90276.0,80417.0
RM0026,2024-02,119951.0,197702.0
RM0026,2024-03,-10000.0,0.0
RM0026,2024-04,138906.0,212114.0
RM0026,2024-05,57521.0,24715.0
RM0026,2024-06,53289.0,70979.0
RM0026,2024-07,161860.0,261247.0
RM0026,2024-08,153532.0,97144.0
RM0026,2024-09,295326.0,218980.0
RM0026,2024-10,461605.0,311876.0
RM0026,2024-11,77538.0,80638.0
RM0026,2024-12,57775.0,20488.0
RM0027,2023-01,152781.0,95130.0
RM0027,2023-02,51409.0,38252.0
RM0027,2023-03,147331.0,131335.0
RM0027,2023-04,71835.0,84011.0
RM0027,2023-05,235853.0,309747.0
RM0027,2023-06,125072.0,63335.0
RM0027,2023-08,153818.0,251592.0
RM0027,2023-09,144870.0,85983.0
RM0027,2023-10,64650.0,
RM0027,2023-11,482164.0,682027.0
RM0027,2023-12,106305.0,78987.0
RM0027,2024-01,388381.0,219960.0
RM0027,2024-02,164869.0,225912.0
RM0027,2024-04,125724.0,
RM0027,2024-06,56108.0,36001.0
RM0027,2024-07,398124.0,431836.0
RM0027,2024-08,303468.0,343989.0
RM0027,2024-09,481298.0,800736.0
RM0027,2024-10,148924.0,115775.0
RM0027,2024-11,188070.0,246810.0
RM0027,2024-12,153479.0,235348.0
RM0028,2023-01,80377.0,64431.0
RM0028,2023-02,223934.0,150041.0
RM0028,2023-03,136931.0,239026.0
RM0028,2023-04,197475.0,340365.0
RM0028,2023-05,242258.0,336011.0
RM0028,2023-06,184420.0,94665.0
RM0028,2023-07,160006.0,108643.0
RM0028,2023-08,1043674.0,731034.0
RM0028,2023-09,89338.0,110406.0
RM0028,2023-10,157293.0,52225.0
RM0028,2023-11,70808.0,107384.0
RM0028,2023-12,149157.0,77415.0
RM0028,2024-01,143891.0,97806.0
RM0028,2024-02,87961.0,152752.0
RM0028,2024-03,117418.0,43403.0
RM0028,2024-04,577626.0,861967.0
RM0028,2024-05,94037.0,85887.0
RM0028,2024-06,347390.0,290459.0
RM0028,2024-07,175692.0,193662.0
RM0028,2024-08,126947.0,159858.0
RM0028,2024-09,146165.0,48504.0
RM0028,2024-10,302610.0,142146.0
RM0028,2024-11,143568.0,167953.0
RM0028,2024-12,233374.0,213816.0
RM0029,2023-01,249514.0,124014.0
RM0029,2023-02,208957.0,321691.0
RM0029,2023-04,380334.0,444743.0
RM0029,2023-05,106290.0,57931.0
RM0029,2023-06,113596.0,126087.0
RM0029,2023-08,82785.0,143116.0
RM0029,2023-09,391151.0,136682.0
RM0029,2023-10,173817.0,257938.0
RM0029,2023-11,92233.0,100150.0
RM0029,2023-12,128129.0,76213.0
RM0029,2024-01,193074.0,345706.0
RM0029,2024-02,118187.0,133382.0
RM0029,2024-03,109592.0,177037.0
RM0029,2024-04,349931.0,198816.0
RM0029,2024-05,395311.0,208432.0
RM0029,2024-06,65045.0,83218.0
RM0029,2024-07,123140.0,134975.0
RM0029,2024-09,208579.0,-5000.0
RM0029,2024-10,58142.0,42991.0
RM0029,2024-11,142679.0,99858.0
RM0029,2024-12,57531.0,24739.0
RM0030,2023-01,292732.0,488007.0
RM0030,2023-02,74772.0,50388.0
RM0030,2023-03,208440.0,360894.0
RM0030,2023-04,103413.0,163684.0
RM0030,2023-05,155790.0,270270.0
RM0030,2023-06,71972.0,126707.0
RM0030,2023-07,137235.0,237335.0
RM0030,2023-08,142064.0,155577.0
RM0030,2023-09,295040.0,408318.0
RM0030,2023-10,0.0,0.0
RM0030,2023-11,130930.0,194909.0
RM0030,2023-12,494136.0,155512.0
RM0030,2024-01,182953.0,
RM0030,2024-02,351465.0,449758.0
RM0030,2024-03,292038.0,479699.0
RM0030,2024-05,258515.0,
RM0030,2024-06,239355.0,418181.0
RM0030,2024-08,348917.0,531423.0
RM0030,2024-09,63554.0,41853.0
RM0030,2024-10,0.0,-5000.0
RM0030,2024-11,172045.0,234727.0
RM0030,2024-12,104191.0,45843.0
RM0031,2023-01,105898.0,154245.0
RM0031,2023-02,364825.0,609022.0
RM0031,2023-03,121431.0,104285.0
RM0031,2023-04,128310.0,110823.0
RM0031,2023-05,214580.0,179707.0
RM0031,2023-06,53083.0,50882.0
RM0031,2023-07,88069.0,30226.0
RM0031,2023-08,145470.0,88581.0
RM0031,2023-09,140425.0,100632.0
RM0031,2023-10,,
RM0031,2023-11,188840.0,337327.0
RM0031,2023-12,168856.0,214505.0
RM0031,2024-01,427507.0,368083.0
RM0031,2024-03,,
RM0031,2024-04,77326.0,55999.0
RM0031,2024-05,127324.0,161386.0
RM0031,2024-06,50689.0,80092.0
RM0031,2024-07,61871.0,102147.0
RM0031,2024-08,497672.0,888421.0
RM0031,2024-09,298723.0,153180.0
RM0031,2024-10,233711.0,141390.0
RM0031,2024-11,391140.0,303097.0
RM0031,2024-12,109356.0,183333.0
RM0032,2023-01,51997.0,30727.0
RM0032,2023-02,132209.0,178625.0
RM0032,2023-03,206433.0,269212.0
RM0032,2023-04,368067.0,177241.0
RM0032,2023-05,160772.0,223186.0
RM0032,2023-06,201639.0,196088.0
RM0032,2023-07,52589.0,20545.0
RM0032,2023-09,68994.0,56219.0
RM0032,2023-10,68775.0,64588.0
RM0032,2023-11,79519.0,116793.0
RM0032,2023-12,357759.0,316427.0
RM0032,2024-01,157410.0,272357.0
RM0032,2024-02,165021.0,295818.0
RM0032,2024-03,72995.0,116305.0
RM0032,2024-04,153135.0,51157.0
RM0032,2024-06,587531.0,1026752.0
RM0032,2024-07,122498.0,212070.0
RM0032,2024-08,72799.0,96106.0
RM0032,2024-09,81965.0,54914.0
RM0032,2024-10,276668.0,239604.0
