Customer_ID,RM_ID,Rating,Feedback_Date,City
CUST000168,RM0079,4.6,01/02/2023,Ahmedabad
CUST000169,RM0095,2.3,09-09-2024,Chennai
CUST000169,RM0095,4.7,2023-04-13,Kolkata
CUST000169,RM0095,2.5,18/06/2023,Hyderabad
CUST000169,RM0095,3.1,26/11/2024,Lucknow
CUST000170,RM0057,4.7,2023-10-07,Mumbai
CUST000171,RM0204,2.7,03-01-2024,Jaipur
CUST000172,RM0173,3.6,2023-10-30,Bangalore
CUST000173,RM0241,4.8,2025-11-28,Lucknow
CUST000173,RM0241,4.4,2024-07-27,Delhi
CUST000173,RM0241,4.4,2023-05-03,Mumbai
CUST000173,RM0241,4.8,2026-04-14,Lucknow
CUST000174,RM0129,5.0,01-06-2026,Ahmedabad
CUST000175,RM0244,2.8,11-27-2025,Hyderabad
CUST000176,RM0028,4.3,2023-03-29,Jaipur
CUST000177,RM0067,5.0,,Lucknow
CUST000178,RM0003,4.8,2026-07-23,Jaipur
CUST000179,RM0221,3.8,2024-09-14,Ahmedabad
CUST000180,RM0143,3.8,13/03/2026,Ahmedabad
CUST000181,RM0096,4.8,2026-06-14,Hyderabad
CUST000182,RM0013,4.2,13/10/2024,Chennai
CUST000183,RM0079,5.0,07/01/2024,Lucknow
CUST000184,RM0093,4.1,2023-06-14,Ahmedabad
CUST000185,RM0061,3.6,2023-05-06,Delhi
CUST000186,RM0110,2.2,2026-03-17,Hyderabad
CUST000187,RM0085,3.8,07-19-2026,Lucknow
CUST000187,RM0085,2.8,2026-01-16,Jaipur
CUST000187,RM0085,2.2,2026-08-01,Ahmedabad
CUST000187,RM0085,3.1,2023-03-30,Kolkata
CUST000188,RM0196,4.7,2024-07-23,Kolkata
CUST000189,RM0070,3.8,2023-11-28,Kolkata
CUST000190,RM0142,4.2,2023-10-31,Lucknow
CUST000191,RM0196,4.7,2024-04-05,Pune
CUST000192,,4.0,2024-05-25,Jaipur
CUST000193,RM0113,3.3,03-23-2024,Mumbai
CUST000194,RM0135,3.6,18/12/2025,Pune
CUST000194,RM0135,4.8,2026-03-16,Bangalore
CUST000194,RM0135,4.0,2024-03-14,Ahmedabad
CUST000195,RM0169,1.5,2024-09-23,Pune
CUST000196,RM0227,3.6,10-04-2023,Jaipur
CUST000197,RM0049,4.5,2025-04-06,Pune
CUST000198,RM0088,4.2,2026-08-04,Ahmedabad
CUST000199,RM0080,3.0,2025-05-09,Delhi
CUST000200,RM0141,3.3,2025-03-03,
CUST000201,RM0065,-1.0,2025-03-03,
CUST000201,RM0065,2.1,2024-12-31,Chennai
CUST000202,,4.5,2026-04-29,Jaipur
CUST000203,RM0223,4.6,2024-01-22,Pune
CUST000204,RM0244,3.9,2026-06-08,Lucknow
CUST000204,RM0244,3.6,2025-01-22,Pune
CUST000205,RM0073,2.9,,Ahmedabad
CUST000205,RM0073,4.3,2023-04-21,Bangalore
CUST000205,RM0073,2.4,2025-02-14,Jaipur
CUST000205,RM0073,4.8,2025-03-19,Ahmedabad
CUST000205,RM0073,4.6,2026-04-12,Delhi
CUST000206,,5.0,2023-05-12,Ahmedabad
CUST000207,RM0039,4.1,2023-06-07,Jaipur
CUST000208,RM0093,3.5,2026-04-13,Kolkata
CUST000209,RM0069,4.4,2026-07-02,Delhi
CUST000210,,4.8,2025-09-04,Jaipur
CUST000211,RM0090,2.8,2023-03-07,Mumbai
CUST000212,RM0068,3.9,2024-12-06,Mumbai
CUST000213,RM0060,4.3,02/02/2023,
CUST000213,RM0060,4.5,06-01-2024,Hyderabad
CUST000213,RM0060,3.6,2026-06-23,Delhi
CUST000213,RM0060,4.6,2025-08-19,Ahmedabad
CUST000214,,3.0,2023-11-08,Pune
CUST000214,,5.0,03-28-2026,Jaipur
CUST000214,,3.4,2024-04-24,Ahmedabad
CUST000215,RM0134,4.4,2024-09-08,Bangalore
CUST000216,,3.4,2026-03-24,Bangalore
CUST000216,,4.1,03/06/2026,Bangalore
CUST000216,,2.9,2024-02-11,Bangalore
CUST000216,,5.0,04-19-2023,Delhi
CUST000217,,3.2,2026-06-06,Jaipur
CUST000218,RM0131,4.1,10/04/2026,Lucknow
CUST000219,RM0140,3.9,2023-05-06,Ahmedabad
CUST000220,RM0042,3.3,2026-03-05,Pune
CUST000221,RM0086,1.5,2024-05-25,Kolkata
CUST000221,RM0086,5.0,2024-03-01,Hyderabad
CUST000222,,4.1,2023-09-09,Lucknow
CUST000223,RM0240,2.3,01/02/2024,Ahmedabad
CUST000223,RM0240,2.1,14/12/2024,Kolkata
CUST000223,RM0240,3.7,2025-02-03,Bangalore
CUST000224,RM0248,3.9,2026-01-22,Lucknow
CUST000225,RM0017,3.8,2023-07-20,Chennai
CUST000226,RM0223,5.0,2026-06-04,Lucknow
CUST000227,,2.3,,Hyderabad
CUST000228,,4.2,2026-06-01,Kolkata
CUST000229,RM0088,4.6,2024-08-09,Hyderabad
CUST000230,RM0122,4.6,2024-02-01,Ahmedabad
CUST000231,,4.9,07-28-2025,Lucknow
CUST000231,,4.1,08/02/2024,Lucknow
CUST000232,RM0122,4.2,27/05/2026,Hyderabad
CUST000233,RM0013,3.7,03/05/2026,Delhi
CUST000233,RM0013,2.5,2025-10-17,Bangalore
CUST000233,RM0013,4.3,01-18-2024,Bangalore
CUST000234,RM0019,3.6,2023-07-23,Chennai
CUST000235,RM0041,3.3,07/05/2026,Jaipur
CUST000236,RM0246,4.4,02-26-2025,Ahmedabad
CUST000237,,4.5,09/08/2024,Pune
CUST000238,RM0024,3.3,17/03/2023,Hyderabad
CUST000239,RM0162,4.3,08/04/2026,Chennai
CUST000240,RM0144,3.9,03-24-2026,Lucknow
CUST000240,RM0144,4.2,2024-11-18,Delhi
CUST000240,RM0144,5.0,2026-07-15,Hyderabad
CUST000241,,4.4,2025-03-31,Hyderabad
CUST000241,,4.4,2026-03-17,Jaipur
CUST000241,,3.1,,Bangalore
CUST000242,,3.3,2023-07-01,Kolkata
CUST000242,,4.5,08/08/2026,Mumbai
CUST000242,,2.4,,Pune
CUST000242,,3.6,29/01/2026,Jaipur
CUST000243,RM0137,3.2,12/12/2023,Bangalore
CUST000243,RM0137,3.9,2023-09-26,Hyderabad
CUST000243,RM0137,3.8,2024-02-22,Pune
CUST000244,RM0144,4.1,2025-04-28,Mumbai
CUST000244,RM0144,4.5,2024-01-05,Delhi
CUST000244,RM0144,5.0,25/06/2024,Kolkata
CUST000244,RM0144,5.0,2024-11-17,Mumbai
CUST000245,,3.8,2023-02-26,Kolkata
CUST000246,RM0196,3.4,2023-04-30,Kolkata
CUST000247,RM0014,3.2,2026-06-19,
CUST000248,,3.7,08-22-2025,Kolkata
CUST000249,RM0023,3.0,2023-03-23,Pune
CUST000250,RM0245,4.5,16/01/2025,Lucknow
CUST000251,RM0174,5.0,2026-04-12,Chennai
CUST000252,,2.5,26/03/2026,Kolkata
CUST000253,,4.0,04-17-2024,Hyderabad
CUST000253,RM0219,5.0,,Lucknow
CUST000254,RM0045,2.5,2024-06-28,Kolkata
CUST000255,RM0018,5.0,27/03/2026,Lucknow
CUST000255,RM0018,3.1,2023-05-08,Hyderabad
CUST000255,RM0018,3.4,2023-10-09,Jaipur
CUST000256,RM0041,4.6,09-22-2025,
CUST000257,RM0218,4.5,2026-01-28,
CUST000258,RM0205,3.9,2023-04-15,Bangalore
CUST000259,RM0156,3.2,2026-02-21,Lucknow
CUST000259,RM0156,2.8,2023-06-19,Pune
CUST000259,RM0156,3.9,2023-04-13,Ahmedabad
CUST000259,RM0156,3.8,2026-04-14,Hyderabad
CUST000260,RM0152,3.2,2025-01-20,Chennai
CUST000260,RM0152,3.7,2025-08-15,Ahmedabad
CUST000260,RM0152,4.3,01-18-2024,Lucknow
CUST000260,RM0152,5.0,2024-03-24,Ahmedabad
CUST000261,RM0154,4.2,2024-02-06,Ahmedabad
CUST000262,RM0147,3.8,2024-08-18,Ahmedabad
CUST000262,RM0147,3.2,2025-01-07,Kolkata
CUST000262,RM0147,3.3,09-11-2025,Jaipur
CUST000262,RM0147,4.2,2025-03-27,Bangalore
CUST000262,RM0147,4.3,2023-04-02,Lucknow
CUST000263,RM0086,3.8,2024-05-12,Ahmedabad
CUST000263,RM0086,4.9,,Ahmedabad
CUST000263,RM0086,4.1,09-24-2023,Pune
CUST000263,RM0086,3.5,2023-12-23,Chennai
CUST000264,RM0013,3.3,2026-03-08,Bangalore
CUST000265,RM0082,3.3,2026-07-24,Mumbai
CUST000266,RM0115,4.5,2024-08-23,Pune
CUST000267,RM0033,3.4,2025-01-18,Bangalore
CUST000268,RM0163,4.1,2024-08-11,Chennai
CUST000269,RM0184,3.2,21/12/2024,Kolkata
CUST000270,RM0216,3.8,01-07-2025,Chennai
CUST000271,RM0026,3.9,08-29-2025,Bangalore
CUST000272,RM0086,5.0,09/12/2025,Jaipur
CUST000273,RM0165,2.7,2026-08-08,Hyderabad
CUST000274,RM0121,4.8,2023-03-18,Hyderabad
CUST000274,RM0121,3.2,,Mumbai
CUST000274,RM0121,5.0,2025-07-28,Bangalore
CUST000274,RM0121,3.3,,Bangalore
CUST000275,RM0085,5.0,2026-04-22,Jaipur
CUST000276,RM0048,4.2,08/11/2025,Delhi
CUST000277,RM0189,2.7,01-20-2026,Pune
CUST000278,RM0056,4.2,2023-01-28,Chennai
CUST000279,,4.5,2023-02-15,Jaipur
CUST000280,RM0137,4.6,03/09/2025,Ahmedabad
CUST000281,RM0128,3.8,2024-01-30,Chennai
CUST000282,RM0100,5.0,27/08/2025,Delhi
CUST000283,RM0035,5.0,01-03-2023,Pune
CUST000284,,4.3,2023-12-05,Ahmedabad
CUST000284,,2.7,2025-08-23,Chennai
CUST000285,RM0108,3.0,2025-10-24,Ahmedabad
CUST000286,RM0087,3.7,2024-04-06,Hyderabad
CUST000287,RM0146,3.9,11/07/2025,Bangalore
CUST000288,RM0045,3.2,18/10/2025,
CUST000289,,3.5,14/09/2023,Chennai
CUST000290,RM0222,2.0,2026-07-20,
CUST000290,RM0222,1.8,2026-04-16,Jaipur
CUST000290,RM0222,4.0,2024-09-27,Chennai
CUST000290,RM0222,5.0,2023-09-26,Lucknow
CUST000290,RM0222,2.4,,Pune
CUST000291,RM0169,3.8,,Jaipur
CUST000291,RM0169,4.0,,Chennai
CUST000291,RM0169,4.4,,Hyderabad
CUST000291,RM0169,3.5,2026-01-23,Chennai
CUST000292,RM0232,2.9,2025-06-20,Kolkata
CUST000293,RM0026,4.6,2025-08-08,Jaipur
CUST000294,RM0142,2.0,17/04/2026,Lucknow
CUST000295,RM0240,4.4,09-21-2024,
CUST000296,RM0002,3.2,2025-04-03,Jaipur
CUST000297,RM0200,4.2,19/04/2023,Chennai
CUST000297,RM0200,5.0,2026-03-15,Hyderabad
CUST000297,RM0200,3.3,2023-08-10,Kolkata
CUST000297,RM0200,3.6,2026-01-01,Lucknow
CUST000298,RM0163,3.6,2023-08-23,Lucknow
CUST000299,RM0050,5.0,2023-02-11,Kolkata
CUST000300,RM0245,3.9,2023-08-02,
CUST000301,RM0068,3.8,24/04/2024,Bangalore
CUST000301,RM0068,3.9,11-02-2023,Delhi
CUST000301,RM0068,5.0,2026-02-09,Mumbai
CUST000302,RM0085,3.4,06-22-2023,Bangalore
CUST000303,RM0233,4.8,2024-10-15,Ahmedabad
CUST000303,RM0233,3.2,2025-10-14,Chennai
CUST000303,RM0233,3.2,2024-09-14,Kolkata
CUST000304,RM0162,4.4,2025-05-25,Bangalore
CUST000304,RM0162,5.0,2025-09-26,Pune
CUST000304,RM0162,3.6,2023-06-04,Hyderabad
CUST000304,RM0162,3.6,2026-05-29,Bangalore
CUST000304,RM0162,4.6,2024-06-10,Lucknow
CUST000305,RM0245,4.0,02-06-2025,Lucknow
CUST000306,RM0176,4.7,2023-02-13,Ahmedabad
CUST000306,RM0176,2.4,2025-09-17,Kolkata
CUST000306,,3.0,21/09/2023,Delhi
CUST000306,RM0176,3.9,09/03/2025,Delhi
CUST000307,RM0007,4.5,06-14-2024,Ahmedabad
CUST000308,RM0094,3.9,05-12-2024,Mumbai
CUST000309,RM0008,4.1,2025-08-14,Jaipur
CUST000310,RM0088,4.6,2025-05-03,Chennai
CUST000311,RM0189,2.8,11/04/2023,Hyderabad
CUST000312,,4.6,2024-03-11,Pune
CUST000313,RM0113,5.0,2024-08-24,Chennai
CUST000313,RM0113,3.7,2024-08-20,Chennai
CUST000314,RM0198,3.1,2024-03-19,Chennai
CUST000315,RM0203,4.9,01-12-2026,Lucknow
CUST000316,RM0217,5.0,18/01/2025,Jaipur
CUST000317,RM0232,4.1,2025-01-05,Ahmedabad
CUST000318,,3.1,05/01/2024,Kolkata
CUST000318,,4.0,2024-02-16,Delhi
CUST000318,,3.2,08-31-2023,Hyderabad
CUST000318,,4.7,30/05/2025,Bangalore
CUST000319,,3.9,2024-01-19,Bangalore
CUST000320,RM0017,3.1,26/05/2024,Lucknow
CUST000320,RM0017,4.2,2026-07-05,Delhi
CUST000320,RM0017,3.3,2025-09-19,Chennai
CUST000320,,,2023-04-25,Delhi
CUST000321,RM0200,2.7,21/06/2023,Ahmedabad
CUST000322,RM0212,4.8,2025-04-23,
CUST000323,RM0166,4.3,2024-07-22,Lucknow
CUST000324,RM0193,3.5,2025-08-22,Hyderabad
CUST000324,RM0193,5.0,2023-06-14,Ahmedabad
CUST000325,,3.3,2024-07-27,Jaipur
CUST000326,RM0117,3.6,08-12-2024,Jaipur
CUST000327,RM0125,4.4,2026-04-23,Hyderabad
CUST000328,,4.9,2026-07-06,Delhi
CUST000329,RM0062,4.4,2023-05-18,Mumbai
CUST000330,RM0061,3.4,2023-09-29,Delhi
CUST000330,RM0061,3.8,2024-04-12,Bangalore
CUST000330,RM0061,3.4,2026-04-01,
CUST000331,RM0188,3.7,2026-03-24,Hyderabad
CUST000332,RM0182,3.7,2025-04-16,Ahmedabad
CUST000333,RM0119,4.4,07-16-2023,Hyderabad
CUST000334,RM0129,3.3,2025-08-22,Ahmedabad
CUST000335,RM0125,5.0,2026-02-07,Pune
CUST000335,RM0125,4.0,2026-07-26,Pune
CUST000336,,3.1,2023-08-16,Kolkata
CUST000336,,4.4,24/06/2025,Ahmedabad
CUST000336,,3.9,2023-04-25,Lucknow
CUST000336,,3.5,,Delhi
CUST000337,,5.0,2025-02-02,Bangalore
CUST000338,,3.7,2023-12-19,Lucknow
CUST000338,,3.5,10-10-2025,Lucknow
CUST000338,RM0189,5.0,,Hyderabad
CUST000339,RM0012,4.5,2025-06-22,Chennai
