RM_ID,Product,Sale_Date,Amount
RM0191,Health Insurance,2026-04-08 10:32:43.362621,65063
RM0034,Recurring Deposit,2021-01-27 00:00:00.000000,32430
RM0240,Term Insurance,2019-02-10 00:00:00.000000,49358
RM0183,Current Account,2021-01-29 00:00:00.000000,43429
RM0033,Health Insurance,2023-11-17 00:00:00.000000,33996
RM0199,Mutual Funds,2025-09-14 00:00:00.000000,73448
RM0220,Loan Against Property,2023-07-22 00:00:00.000000,117654
RM0239,Life Insurance,2020-09-15 00:00:00.000000,10261
RM0238,Loan Against Property,2022-08-09 00:00:00.000000,145615
RM0116,ULIP,2022-10-13 00:00:00.000000,45822
RM0007,Recurring Deposit,2020-12-22 00:00:00.000000,70320
RM0103,Credit Card,2026-04-12 00:00:00.000000,106766
RM0170,Recurring Deposit,2019-12-09 00:00:00.000000,41471
RM0102,Current Account,2023-04-06 00:00:00.000000,10264
RM0114,Health Insurance,2021-02-03 00:00:00.000000,100082
RM0013,Current Account,2019-11-23 00:00:00.000000,19777
RM0201,Life Insurance,2022-03-04 00:00:00.000000,18668
RM0116,Current Account,2019-01-06 00:00:00.000000,63570
RM0050,Term Insurance,2024-07-15 00:00:00.000000,112066
RM0026,Life Insurance,2023-04-28 00:00:00.000000,121478
RM0064,Recurring Deposit,2026-01-27 00:00:00.000000,61604
RM0018,Life Insurance,2022-04-22 00:00:00.000000,47273
RM0137,Loan Against Property,2024-08-09 00:00:00.000000,30127
RM0049,Fixed Deposit,2021-05-27 00:00:00.000000,205602
RM0180,Term Insurance,2019-12-08 00:00:00.000000,29260
RM0128,Health Insurance,2019-02-23 00:00:00.000000,78165
RM0108,Gold Investment,2021-09-20 00:00:00.000000,47962
RM0242,Loan Against Property,2019-09-19 00:00:00.000000,56890
RM0009,Life Insurance,2025-08-28 00:00:00.000000,35000
RM0052,Life Insurance,2026-06-21 00:00:00.000000,30714
RM0148,Loan Against Property,2020-05-21 00:00:00.000000,177368
RM0087,Credit Card,2025-04-17 00:00:00.000000,52394
RM0032,Term Insurance,2022-08-22 00:00:00.000000,148860
RM0147,Loan Against Property,2026-02-16 10:32:43.362678,10381
RM0016,Recurring Deposit,2020-01-17 00:00:00.000000,52510
RM0080,Health Insurance,2022-02-18 00:00:00.000000,73148
RM0055,Credit Card,2025-01-21 00:00:00.000000,78340
RM0065,Life Insurance,2024-09-15 00:00:00.000000,127681
RM0069,Health Insurance,2021-11-14 00:00:00.000000,10220
RM0129,Credit Card,2024-04-24 00:00:00.000000,10016
RM0036,Current Account,2024-05-22 00:00:00.000000,41957
RM0205,Credit Card,2023-01-24 00:00:00.000000,44550
RM0191,Current Account,2022-03-19 00:00:00.000000,11486
RM0097,Health Insurance,2023-08-03 00:00:00.000000,193517
RM0092,Credit Card,2021-05-28 00:00:00.000000,22555
RM0048,Term Insurance,2020-07-30 00:00:00.000000,41995
RM0071,Credit Card,2023-11-02 00:00:00.000000,13154
RM0159,Loan Against Property,2022-12-22 00:00:00.000000,46912
RM0022,Health Insurance,2023-04-10 00:00:00.000000,33898
RM0076,Credit Card,2023-08-10 00:00:00.000000,12284
RM0098,Gold Investment,2025-03-22 00:00:00.000000,30407
RM0155,Term Insurance,2022-02-05 00:00:00.000000,34832
RM0247,Saving Account,2022-10-21 00:00:00.000000,239867
RM0227,Health Insurance,2024-10-08 00:00:00.000000,21652
RM0003,Saving Account,2020-06-30 00:00:00.000000,49348
RM0081,Credit Card,2025-04-30 00:00:00.000000,228368
RM0161,ULIP,2025-10-27 00:00:00.000000,88515
RM0007,Life Insurance,2024-10-16 10:32:43.362722,260788
RM0125,Health Insurance,2021-04-05 00:00:00.000000,182569
RM0057,Loan Against Property,2020-04-12 00:00:00.000000,43622
RM0193,Gold Investment,2024-10-09 00:00:00.000000,69598
RM0247,Health Insurance,2021-09-04 00:00:00.000000,15851
RM0175,Life Insurance,2019-11-18 00:00:00.000000,39093
RM0126,Saving Account,2024-04-12 00:00:00.000000,92778
RM0043,ULIP,2024-12-20 00:00:00.000000,45193
RM0004,Loan Against Property,2024-11-15 10:32:43.362758,70650
RM0159,Recurring Deposit,2024-07-16 00:00:00.000000,78472
RM0005,Gold Investment,2024-10-15 10:32:43.362791,24615
RM0220,Loan Against Property,2023-05-27 00:00:00.000000,114252
RM0168,Loan Against Property,2023-11-19 00:00:00.000000,40792
RM0050,Fixed Deposit,2022-01-12 00:00:00.000000,21797
RM0026,Current Account,2019-01-16 00:00:00.000000,110278
RM0157,Recurring Deposit,2022-05-02 00:00:00.000000,37048
RM0008,Gold Investment,2020-10-04 00:00:00.000000,79377
RM0224,Recurring Deposit,2023-03-10 00:00:00.000000,49707
RM0249,Health Insurance,2019-03-04 00:00:00.000000,34052
RM0031,Recurring Deposit,2023-05-27 00:00:00.000000,93004
RM0001,ULIP,2019-09-28 00:00:00.000000,53910
RM0211,Recurring Deposit,2021-11-18 00:00:00.000000,34760
RM0113,Current Account,2025-09-07 00:00:00.000000,15804
RM0097,ULIP,2021-01-19 00:00:00.000000,122902
RM0176,Gold Investment,2019-11-10 00:00:00.000000,11805
RM0109,Recurring Deposit,2025-03-09 00:00:00.000000,109457
RM0233,Current Account,2023-10-22 00:00:00.000000,32311
RM0224,Mutual Funds,2025-03-05 00:00:00.000000,60990
RM0045,Fixed Deposit,2024-09-21 00:00:00.000000,139360
RM0015,Life Insurance,2020-06-26 00:00:00.000000,137680
RM0156,Loan Against Property,2022-01-15 00:00:00.000000,18226
RM0073,Current Account,2023-05-14 00:00:00.000000,51845
RM0244,Fixed Deposit,2022-09-11 00:00:00.000000,82287
RM0057,Recurring Deposit,2025-01-01 00:00:00.000000,80854
RM0188,Fixed Deposit,2026-06-14 00:00:00.000000,47288
RM0135,Credit Card,2020-10-27 00:00:00.000000,59006
RM0224,Health Insurance,2024-10-25 10:32:43.362832,80843
RM0106,Gold Investment,2021-04-12 00:00:00.000000,101951
RM0032,Credit Card,2020-02-08 00:00:00.000000,81734
RM0070,Mutual Funds,2025-01-01 10:32:43.362864,31848
RM0137,Health Insurance,2024-09-19 00:00:00.000000,296093
RM0023,Current Account,2024-05-02 00:00:00.000000,38502
RM0104,Current Account,2025-08-07 00:00:00.000000,11238
RM0207,Saving Account,2019-10-01 00:00:00.000000,32519
RM0194,Mutual Funds,2023-05-01 00:00:00.000000,16835
RM0102,Loan Against Property,2019-03-21 00:00:00.000000,16473
RM0237,Current Account,2022-05-22 00:00:00.000000,26531
RM0213,Current Account,2021-07-28 00:00:00.000000,12742
RM0244,Gold Investment,2022-10-18 00:00:00.000000,68319
RM0139,ULIP,2021-01-13 00:00:00.000000,13843
RM0096,ULIP,2022-01-26 00:00:00.000000,21363
RM0204,Current Account,2024-07-21 00:00:00.000000,14875
RM0009,Term Insurance,2022-03-27 00:00:00.000000,13262
RM0166,Credit Card,2025-10-26 00:00:00.000000,25581
RM0218,ULIP,2022-04-14 00:00:00.000000,52419
RM0035,Mutual Funds,2021-04-12 00:00:00.000000,177173
RM0025,Fixed Deposit,2025-04-26 00:00:00.000000,114195
RM0168,Saving Account,2023-03-15 00:00:00.000000,114347
RM0092,Mutual Funds,2024-10-22 10:32:43.362903,19683
RM0188,Saving Account,2021-10-13 00:00:00.000000,25387
RM0205,Current Account,2023-09-23 00:00:00.000000,13973
RM0023,Health Insurance,2021-01-21 00:00:00.000000,85359
RM0014,Credit Card,2019-07-02 00:00:00.000000,13618
RM0048,Term Insurance,2025-12-09 00:00:00.000000,50674
RM0227,Credit Card,2023-02-04 00:00:00.000000,24242
RM0214,Fixed Deposit,2022-03-13 00:00:00.000000,23949
RM0203,Recurring Deposit,2024-05-06 00:00:00.000000,97672
RM0066,Loan Against Property,2021-12-15 00:00:00.000000,244021
RM0108,Mutual Funds,2024-04-07 00:00:00.000000,80689
RM0049,Term Insurance,2021-04-10 00:00:00.000000,100681
RM0164,Gold Investment,2023-06-30 00:00:00.000000,52429
RM0250,Current Account,2023-10-01 00:00:00.000000,112402
RM0242,Current Account,2019-11-07 00:00:00.000000,61851
RM0109,Term Insurance,2025-04-23 00:00:00.000000,156099
RM0003,ULIP,2024-03-14 00:00:00.000000,26518
RM0208,Fixed Deposit,2022-03-07 00:00:00.000000,55232
RM0157,Health Insurance,2019-01-30 00:00:00.000000,68580
RM0095,Fixed Deposit,2024-11-20 00:00:00.000000,34956
RM0175,Mutual Funds,2025-10-11 00:00:00.000000,115891
RM0133,Health Insurance,2019-05-28 00:00:00.000000,205111
RM0058,Saving Account,2019-03-09 00:00:00.000000,44038
RM0192,Term Insurance,2025-04-14 00:00:00.000000,34767
RM0211,Life Insurance,2020-07-23 00:00:00.000000,11036
RM0051,Loan Against Property,2019-11-22 00:00:00.000000,41927
RM0018,Loan Against Property,2024-09-17 00:00:00.000000,105776
RM0142,Current Account,2024-04-05 00:00:00.000000,61847
RM0216,Health Insurance,2025-03-28 00:00:00.000000,12290
RM0090,Recurring Deposit,2024-07-09 00:00:00.000000,49062
RM0047,Gold Investment,2026-01-06 00:00:00.000000,10872
RM0246,Recurring Deposit,2025-04-11 00:00:00.000000,85374
RM0237,Credit Card,2021-10-08 00:00:00.000000,29898
RM0040,Recurring Deposit,2019-03-13 00:00:00.000000,41933
RM0103,Gold Investment,2023-06-04 00:00:00.000000,90142
RM0234,Mutual Funds,2021-06-27 00:00:00.000000,12378
RM0170,Term Insurance,2023-01-16 00:00:00.000000,18630
RM0092,ULIP,2023-08-02 00:00:00.000000,35371
RM0153,Saving Account,2020-03-21 00:00:00.000000,23063
RM0242,Saving Account,2020-07-27 00:00:00.000000,30617
RM0120,Current Account,2021-07-09 00:00:00.000000,325301
RM0171,Term Insurance,2019-11-27 00:00:00.000000,97267
RM0205,Loan Against Property,2024-12-10 00:00:00.000000,117665
RM0002,Fixed Deposit,2022-02-16 00:00:00.000000,148274
RM0233,Recurring Deposit,2022-12-20 00:00:00.000000,30846
RM0041,Recurring Deposit,2020-11-27 00:00:00.000000,27625
RM0177,Health Insurance,2022-12-23 00:00:00.000000,23332
RM0158,Credit Card,2025-11-07 00:00:00.000000,98632
RM0092,Mutual Funds,2022-07-03 00:00:00.000000,66901
RM0177,Gold Investment,2022-07-12 00:00:00.000000,53459
RM0063,Loan Against Property,2021-09-13 00:00:00.000000,23470
RM0003,Credit Card,2023-09-17 00:00:00.000000,33659
RM0145,Current Account,2023-09-10 00:00:00.000000,45333
RM0151,ULIP,2020-12-10 00:00:00.000000,47553
RM0044,Mutual Funds,2021-02-20 00:00:00.000000,119788
RM0115,Recurring Deposit,2019-10-29 00:00:00.000000,33947
RM0220,Life Insurance,2025-08-12 00:00:00.000000,129583
RM0092,ULIP,2022-07-12 00:00:00.000000,39113
RM0245,Current Account,2024-11-01 00:00:00.000000,78594
RM0239,Health Insurance,2024-07-27 00:00:00.000000,143144
RM0121,Loan Against Property,2020-10-03 00:00:00.000000,129068
RM0016,Saving Account,2023-09-12 00:00:00.000000,12931
RM0006,Life Insurance,2025-12-18 00:00:00.000000,21514
RM0006,Credit Card,2022-04-27 00:00:00.000000,42399
RM0180,Current Account,2023-06-24 00:00:00.000000,38242
RM0187,Fixed Deposit,2020-10-19 00:00:00.000000,61206
RM0201,Saving Account,2021-07-10 00:00:00.000000,154757
RM0250,Credit Card,2026-01-04 10:32:43.362959,15961
RM0173,Fixed Deposit,2020-09-11 00:00:00.000000,40061
RM0187,Current Account,2024-12-27 00:00:00.000000,20685
RM0195,Saving Account,2024-11-25 00:00:00.000000,122266
RM0190,Recurring Deposit,2022-06-29 00:00:00.000000,177024
RM0207,Saving Account,2024-11-24 00:00:00.000000,42571
RM0069,Gold Investment,2023-06-29 00:00:00.000000,15491
RM0055,Recurring Deposit,2022-01-27 00:00:00.000000,86924
RM0044,Saving Account,2019-07-11 00:00:00.000000,69724
RM0157,ULIP,2024-08-21 00:00:00.000000,31899
RM0068,Fixed Deposit,2025-03-12 00:00:00.000000,119198
RM0102,Health Insurance,2026-04-12 00:00:00.000000,196136
RM0115,Recurring Deposit,2023-05-26 00:00:00.000000,50805
RM0019,Saving Account,2021-11-08 00:00:00.000000,51704
RM0038,Saving Account,2026-06-24 00:00:00.000000,27656
RM0003,Current Account,2025-09-01 00:00:00.000000,53914
RM0247,Fixed Deposit,2024-10-16 00:00:00.000000,38958
RM0158,Recurring Deposit,2019-07-03 00:00:00.000000,88888888
RM0204,Loan Against Property,2026-06-08 10:32:43.362996,27990
RM0180,Life Insurance,2026-07-24 00:00:00.000000,13477
RM0029,Fixed Deposit,2023-02-25 00:00:00.000000,24564
RM0179,Mutual Funds,2021-03-27 00:00:00.000000,21023
RM0014,Current Account,2025-01-11 00:00:00.000000,49048
RM0079,Saving Account,2021-11-15 00:00:00.000000,56023
RM0113,Term Insurance,2021-09-29 00:00:00.000000,56897
RM0198,Current Account,2023-02-05 00:00:00.000000,34565
RM0181,Current Account,2026-07-26 00:00:00.000000,37342
RM0022,Loan Against Property,2025-07-17 00:00:00.000000,99860
RM0177,Saving Account,2024-06-11 00:00:00.000000,42335
RM0135,Health Insurance,2026-01-05 00:00:00.000000,230206
RM0095,Current Account,2024-05-20 00:00:00.000000,38956
RM0141,Loan Against Property,2022-01-26 00:00:00.000000,62431
RM0151,ULIP,2020-05-15 00:00:00.000000,12583
RM0234,Mutual Funds,2023-11-17 00:00:00.000000,62970
RM0013,Term Insurance,2024-12-19 00:00:00.000000,105333
RM0186,Life Insurance,2020-04-18 00:00:00.000000,152761
RM0023,Recurring Deposit,2024-10-01 00:00:00.000000,306108
RM0052,Term Insurance,2022-04-08 00:00:00.000000,26576
RM0003,Loan Against Property,2023-10-27 00:00:00.000000,52826
RM0241,Life Insurance,2019-05-24 00:00:00.000000,39957
RM0063,Saving Account,2020-01-08 00:00:00.000000,51484
RM0042,Loan Against Property,2020-02-10 00:00:00.000000,18566
RM0022,Mutual Funds,2025-08-16 00:00:00.000000,106949
RM0095,Life Insurance,2023-12-11 00:00:00.000000,130158
RM0220,Current Account,2024-04-19 00:00:00.000000,39861
RM0020,Credit Card,2019-01-21 00:00:00.000000,26455
RM0202,Saving Account,2019-10-05 00:00:00.000000,17589
RM0089,Fixed Deposit,2025-12-10 00:00:00.000000,67563
RM0124,Saving Account,2023-08-31 00:00:00.000000,28715
RM0201,Term Insurance,2020-03-31 00:00:00.000000,130141
RM0047,Gold Investment,2024-11-03 10:32:43.363039,65586
RM0220,Fixed Deposit,2021-06-18 00:00:00.000000,61878
RM0106,Mutual Funds,2024-09-25 10:32:43.363072,50981
RM0177,Credit Card,2023-04-16 00:00:00.000000,12342
RM0148,Fixed Deposit,2020-10-26 00:00:00.000000,144355
RM0198,Credit Card,2024-07-11 00:00:00.000000,59434
RM0118,Fixed Deposit,2023-08-30 00:00:00.000000,266319
RM0199,Saving Account,2025-03-25 00:00:00.000000,48539
RM0120,Life Insurance,2021-11-04 00:00:00.000000,71912
RM0204,Loan Against Property,2026-07-08 00:00:00.000000,12892
RM0093,Loan Against Property,2025-09-06 00:00:00.000000,59947
RM0104,Term Insurance,2025-10-03 00:00:00.000000,82333
RM0038,Saving Account,2026-02-09 00:00:00.000000,85369
RM0146,Gold Investment,2025-10-07 00:00:00.000000,83508
RM0039,Health Insurance,2022-02-02 00:00:00.000000,22827
RM0200,Gold Investment,2024-05-06 00:00:00.000000,195247
RM0140,Life Insurance,2022-08-24 00:00:00.000000,276771
RM0049,Fixed Deposit,2024-08-29 00:00:00.000000,13930
RM0084,Fixed Deposit,2024-10-10 00:00:00.000000,147793
RM0223,ULIP,2022-04-04 00:00:00.000000,27085
RM0019,Life Insurance,2026-03-08 10:32:43.363109,68443
RM0123,Life Insurance,2023-12-18 00:00:00.000000,30632
RM0086,Life Insurance,2024-04-03 00:00:00.000000,181718
RM0211,Life Insurance,2019-12-30 00:00:00.000000,15351
RM0051,Term Insurance,2023-04-20 00:00:00.000000,44432
RM0060,Fixed Deposit,2025-09-02 00:00:00.000000,37934
RM0224,Term Insurance,2022-09-11 00:00:00.000000,29727
RM0126,Credit Card,2022-03-02 00:00:00.000000,61857
RM0084,Recurring Deposit,2023-12-17 00:00:00.000000,17023
RM0043,Fixed Deposit,2024-08-11 00:00:00.000000,73055
RM0009,Saving Account,2022-12-10 00:00:00.000000,207103
RM0081,Recurring Deposit,2025-02-03 00:00:00.000000,91624
RM0122,Recurring Deposit,2021-11-03 00:00:00.000000,108311
RM0096,Health Insurance,2025-01-16 00:00:00.000000,32285
RM0057,Loan Against Property,2020-11-26 00:00:00.000000,417071
RM0100,Life Insurance,2025-02-09 00:00:00.000000,29643
RM0061,Health Insurance,2021-10-27 00:00:00.000000,46391
RM0022,Recurring Deposit,2022-02-22 00:00:00.000000,12340
RM0160,Term Insurance,2022-07-03 00:00:00.000000,155347
RM0181,Gold Investment,2024-07-29 00:00:00.000000,17761
RM0128,Fixed Deposit,2025-05-25 00:00:00.000000,126658
RM0073,Saving Account,2024-09-19 10:32:43.363148,14364
RM0067,Mutual Funds,2024-08-25 00:00:00.000000,96474
RM0062,Saving Account,2019-09-05 00:00:00.000000,18241
RM0090,Saving Account,2026-02-19 00:00:00.000000,11943
RM0085,Loan Against Property,2020-07-01 00:00:00.000000,73557
RM0139,Credit Card,2025-02-05 00:00:00.000000,26443
RM0071,Recurring Deposit,2024-04-15 00:00:00.000000,72674
RM0071,Fixed Deposit,2023-04-29 00:00:00.000000,50493
RM0020,Life Insurance,2024-12-20 10:32:43.363181,15759
RM0049,ULIP,2025-05-16 00:00:00.000000,144508
RM0125,Recurring Deposit,2026-05-11 00:00:00.000000,40102
RM0131,Mutual Funds,2021-01-14 00:00:00.000000,76297
RM0147,Fixed Deposit,2023-11-24 00:00:00.000000,44759
RM0109,Fixed Deposit,2024-06-02 00:00:00.000000,56362
RM0058,Fixed Deposit,2020-06-11 00:00:00.000000,28032
RM0129,Credit Card,2025-04-27 00:00:00.000000,21179
RM0206,Life Insurance,2022-08-26 00:00:00.000000,49106
RM0013,Gold Investment,2026-02-11 00:00:00.000000,39010
RM0092,Term Insurance,2020-05-28 00:00:00.000000,34724
RM0239,Term Insurance,2024-07-25 00:00:00.000000,65823
RM0152,ULIP,2024-08-19 00:00:00.000000,68640
RM0110,Health Insurance,2019-10-28 00:00:00.000000,12350
RM0157,Fixed Deposit,2020-03-06 00:00:00.000000,30680
RM0247,Mutual Funds,2026-03-24 10:32:43.363217,36531
RM0065,Term Insurance,2024-06-11 00:00:00.000000,15095
RM0068,Life Insurance,2021-06-04 00:00:00.000000,23452
RM0183,Fixed Deposit,2020-06-15 00:00:00.000000,12651
RM0053,Life Insurance,2020-11-07 00:00:00.000000,289194
RM0154,Recurring Deposit,2025-05-28 00:00:00.000000,76695
RM0224,Health Insurance,2025-10-16 00:00:00.000000,14575
RM0063,ULIP,2026-02-10 00:00:00.000000,11022
RM0027,Loan Against Property,2019-04-17 00:00:00.000000,73521
RM0182,Current Account,2020-08-28 00:00:00.000000,38918
RM0200,ULIP,2023-09-17 00:00:00.000000,87275
RM0242,Mutual Funds,2019-10-17 00:00:00.000000,138507
RM0137,Term Insurance,2023-03-02 00:00:00.000000,55727
RM0119,Fixed Deposit,2022-11-07 00:00:00.000000,20357
RM0200,Fixed Deposit,2026-06-05 00:00:00.000000,86207
RM0217,Credit Card,2019-02-23 00:00:00.000000,165964
RM0194,Credit Card,2019-03-30 00:00:00.000000,53402
RM0031,Recurring Deposit,2024-02-28 00:00:00.000000,67284
RM0002,Saving Account,2025-02-26 00:00:00.000000,30584
RM0109,Recurring Deposit,2023-05-07 00:00:00.000000,34025
RM0107,Loan Against Property,2020-01-11 00:00:00.000000,76336
RM0212,Health Insurance,2024-05-29 00:00:00.000000,141395
RM0138,Term Insurance,2022-12-28 00:00:00.000000,59576
RM0079,Credit Card,2024-08-27 10:32:43.363274,87996
RM0247,Mutual Funds,2022-04-30 00:00:00.000000,19415
RM0067,Mutual Funds,2021-01-23 00:00:00.000000,21910
RM0075,ULIP,2023-11-21 00:00:00.000000,47968
RM0213,Health Insurance,2022-04-17 00:00:00.000000,19712
RM0126,Gold Investment,2019-03-18 00:00:00.000000,60392
RM0224,Current Account,2021-01-18 00:00:00.000000,27241
RM0207,Saving Account,2024-02-21 00:00:00.000000,88398
RM0072,Mutual Funds,2022-03-14 00:00:00.000000,92541
RM0094,Mutual Funds,2019-04-17 00:00:00.000000,41161
RM0031,Health Insurance,2025-06-20 00:00:00.000000,19972
RM0135,Credit Card,2022-02-08 00:00:00.000000,62032
RM0177,Loan Against Property,2026-07-17 00:00:00.000000,256593
RM0245,Life Insurance,2025-09-14 00:00:00.000000,58721
RM0064,Recurring Deposit,2026-03-16 00:00:00.000000,11821
RM0028,Credit Card,2026-06-12 00:00:00.000000,10872
RM0150,Health Insurance,2025-08-11 00:00:00.000000,29309
RM0149,Credit Card,2021-06-29 00:00:00.000000,20894
RM0129,Recurring Deposit,2023-08-19 00:00:00.000000,93846
RM0232,Credit Card,2024-02-04 00:00:00.000000,103153
RM0057,ULIP,2024-07-17 00:00:00.000000,24962
RM0098,Fixed Deposit,2023-12-22 00:00:00.000000,29699
RM0234,ULIP,2023-05-21 00:00:00.000000,23475
RM0098,Saving Account,2024-02-16 00:00:00.000000,129506
RM0008,Current Account,2024-03-28 00:00:00.000000,44922
RM0203,Recurring Deposit,2020-11-13 00:00:00.000000,63375
RM0096,Fixed Deposit,2020-05-17 00:00:00.000000,36848
RM0244,Credit Card,2022-05-14 00:00:00.000000,59849
RM0069,Loan Against Property,2024-02-15 00:00:00.000000,34376
RM0049,ULIP,2020-09-24 00:00:00.000000,30751
RM0095,Current Account,2026-02-06 00:00:00.000000,60321
RM0001,Saving Account,2025-11-05 00:00:00.000000,54709
RM0161,Current Account,2020-07-21 00:00:00.000000,27373
RM0219,Current Account,2025-01-02 00:00:00.000000,18087
RM0109,Gold Investment,2026-07-01 10:32:43.363327,32988
RM0059,Loan Against Property,2019-09-19 00:00:00.000000,36824
RM0118,Fixed Deposit,2024-08-18 00:00:00.000000,59535
RM0207,Term Insurance,2020-05-20 00:00:00.000000,132978
RM0235,Fixed Deposit,2021-03-15 00:00:00.000000,11842
RM0060,Loan Against Property,2020-02-13 00:00:00.000000,23963
RM0198,Fixed Deposit,2023-12-26 00:00:00.000000,20765
RM0062,Fixed Deposit,2023-10-29 00:00:00.000000,44887
RM0183,Current Account,2019-11-17 00:00:00.000000,38079
RM0051,Health Insurance,2019-01-14 00:00:00.000000,75288
RM0104,ULIP,2024-06-08 00:00:00.000000,13583
RM0082,Recurring Deposit,2019-03-14 00:00:00.000000,23881
RM0114,Gold Investment,2019-02-12 00:00:00.000000,59642
RM0016,Loan Against Property,2020-09-14 00:00:00.000000,55131
RM0190,Mutual Funds,2024-10-07 00:00:00.000000,117646
RM0115,Fixed Deposit,2022-04-08 00:00:00.000000,130775
RM0108,Life Insurance,2026-06-07 00:00:00.000000,169447
RM0084,Health Insurance,2023-01-24 00:00:00.000000,84197
RM0236,Gold Investment,2023-01-13 00:00:00.000000,128216
RM0248,Term Insurance,2023-12-29 00:00:00.000000,23363
RM0206,Loan Against Property,2019-04-27 00:00:00.000000,21006
RM0249,Current Account,2022-02-16 00:00:00.000000,10325
RM0119,ULIP,2019-09-15 00:00:00.000000,71352
RM0128,Life Insurance,2025-01-14 00:00:00.000000,148603
RM0138,Life Insurance,2023-11-29 00:00:00.000000,20347
RM0211,ULIP,2025-07-08 00:00:00.000000,60659
RM0236,Loan Against Property,2022-10-30 00:00:00.000000,78611
RM0030,Loan Against Property,2022-01-03 00:00:00.000000,141287
RM0197,Mutual Funds,2024-12-03 00:00:00.000000,62044
RM0024,Life Insurance,2022-10-10 00:00:00.000000,185819
RM0198,Saving Account,2024-01-14 00:00:00.000000,31131
RM0064,ULIP,2019-09-18 00:00:00.000000,31533
RM0011,Health Insurance,2023-02-24 00:00:00.000000,49154
RM0189,Current Account,2019-05-10 00:00:00.000000,34185
RM0149,Current Account,2024-12-29 00:00:00.000000,10071
RM0205,Saving Account,2023-06-03 00:00:00.000000,75795
RM0201,Fixed Deposit,2021-08-02 00:00:00.000000,79659
RM0157,Health Insurance,2024-06-10 00:00:00.000000,78713
RM0039,Mutual Funds,2023-06-28 00:00:00.000000,31157
RM0040,Term Insurance,2025-03-17 00:00:00.000000,46937
RM0124,ULIP,2025-12-11 00:00:00.000000,32312
RM0222,Recurring Deposit,2025-06-26 00:00:00.000000,10808
RM0033,Health Insurance,2020-06-20 00:00:00.000000,51328
RM0182,Saving Account,2021-10-23 00:00:00.000000,16605
RM0126,Gold Investment,2022-03-26 00:00:00.000000,14171
RM0150,Term Insurance,2026-07-22 00:00:00.000000,14414
RM0111,Current Account,2023-12-07 00:00:00.000000,80426
RM0183,Health Insurance,2021-08-05 00:00:00.000000,10477
RM0050,Saving Account,2020-06-26 00:00:00.000000,169719
RM0209,Recurring Deposit,2021-02-24 00:00:00.000000,46206
RM0169,Current Account,2020-03-30 00:00:00.000000,213775
RM0094,Life Insurance,2019-06-01 00:00:00.000000,12987
RM0076,Term Insurance,2023-01-23 00:00:00.000000,53796
RM0182,Current Account,2020-05-05 00:00:00.000000,31487
RM0071,Fixed Deposit,2023-04-30 00:00:00.000000,102729
RM0032,Saving Account,2023-04-28 00:00:00.000000,32409
RM0012,Term Insurance,2019-04-06 00:00:00.000000,25088
RM0015,Fixed Deposit,2022-11-18 00:00:00.000000,88888888
RM0121,ULIP,2019-03-05 00:00:00.000000,107439
