RM_ID,Month,Target,Achievement,Achievement_Pct
RM0008,2024-02,229622,111573,48.58985637264722
RM0008,2024-03,494176,214832,43.47277083468238
RM0008,2024-04,480922,745401,154.99415705665368
RM0008,2024-05,221249,369143,166.8450478872221
RM0008,2024-06,72487,40916,56.445983417716285
RM0008,2024-07,93583,62440,66.72151993417607
RM0008,2024-08,105844,123143,116.34386455538339
RM0008,2024-09,0,0,0.0
RM0008,2024-10,122256,81859,66.95704096322471
RM0008,2024-11,189950,337684,177.7752040010529
RM0008,2024-12,159364,149567,93.85243844281017
RM0009,2023-01,118887,175646,147.74197347060652
RM0009,2023-02,61205,106475,173.9645453802794
RM0009,2023-03,131171,101073,77.05437939788521
RM0009,2023-04,597842,1018614,170.38180656427616
RM0009,2023-05,204055,66881,32.77596726372792
RM0009,2023-06,257067,206511,80.33353172519226
RM0009,2023-07,172733,0,0.0
RM0009,2023-08,75928,82396,108.518596565167
RM0009,2023-09,254710,180720,70.95127792391347
RM0009,2023-10,468876,373500,79.65858777160699
RM0009,2023-11,82487,32944,39.93841453804842
RM0009,2023-12,205077,322786,157.39746534228607
RM0009,2024-02,509065,738529,145.075579739326
RM0009,2024-03,83405,147334,176.6488819615131
RM0009,2024-04,427805,233047,54.4750528862449
RM0009,2024-05,172733,195754,113.32750545639803
RM0009,2024-06,137653,244529,177.64160606743042
RM0009,2024-07,172733,156913,90.84135631292226
RM0009,2024-08,59221,73482,124.08098478580234
RM0009,2024-09,84469,92155,109.09919615480234
RM0009,2024-10,276942,185576,67.00897660882062
RM0009,2024-11,124972,215720,172.61466568511347
RM0009,2024-12,264995,307151,115.90822468348459
RM0010,2023-01,87653,82214,93.79485014774166
RM0010,2023-02,273123,418100,153.08121249400452
RM0010,2023-03,92077,119063,129.30807910770335
RM0010,2023-05,64973,21754,33.48160004925123
RM0010,2023-06,169334,107792,63.65644229747127
RM0010,2023-07,62329,86932,139.4727975741629
RM0010,2023-08,153365,99352,64.7814038405112
RM0010,2023-09,288649,374064,129.59130293193465
RM0010,2023-10,246291,187437,76.10387712096666
RM0010,2023-11,95831,115122,120.13022925775584
RM0010,2023-12,83486,127159,152.31176484680066
RM0010,2024-01,161010,103124,64.04819576423824
RM0010,2024-02,197191,338686,171.75530323392042
RM0010,2024-04,62849,29163,46.401692946586266
RM0010,2024-05,328530,152566,46.43898578516421
RM0010,2024-07,56025,46046,82.18830879071844
RM0010,2024-08,144302,166548,115.41627974664246
RM0010,2024-09,156178,260782,166.977423196609
RM0010,2024-10,0,0,0.0
RM0010,2024-11,668506,574166,85.88793518681956
RM0010,2024-12,147069,62724,42.64936866368848
RM0011,2023-01,516943,158272,30.61691521115481
RM0011,2023-02,274480,95223,34.69214514718741
RM0011,2023-03,264828,452037,170.69078798314376
RM0011,2023-04,123962,81994,66.1444636259499
RM0011,2023-05,88481,91805,103.75673873486963
RM0011,2023-06,78109,102274,130.9375360073743
RM0011,2023-07,118913,93306,78.46576909168888
RM0011,2023-08,142785,159045,111.38775081416115
RM0011,2023-09,72960,99345,136.16365131578948
RM0011,2023-10,371769,266551,71.69801677923657
RM0011,2023-11,79839,115028,144.07495083856261
RM0011,2023-12,80416,29101,36.18807202546757
RM0011,2024-01,194839,128521,65.96266661192061
RM0011,2024-02,78276,138736,177.23951147222647
RM0011,2024-03,101768,168442,165.51568272934517
RM0011,2024-05,79442,121424,152.8461015583696
RM0011,2024-06,154578,64596,41.788611574738965
RM0011,2024-07,248416,406932,163.81070462450086
RM0011,2024-08,76692,106478,138.83847076618162
RM0011,2024-09,138332,197926,143.08041523291791
RM0011,2024-10,237726,80803,33.98997164803177
RM0011,2024-12,79533,80053,100.65381665472195
RM0012,2023-01,456795,371424,81.3108724920369
RM0012,2023-02,198681,63205,31.812302132564263
RM0012,2023-03,236265,284605,120.46007660889255
RM0012,2023-06,238497,395187,165.69893960930327
RM0012,2023-07,73761,51070,69.2371307330432
RM0012,2023-08,870219,465067,53.44252423815155
RM0012,2023-09,241281,334804,138.76102967079876
RM0012,2023-10,222325,142546,64.11604632857303
RM0012,2023-11,86336,112194,129.9504262416605
RM0012,2024-01,80915,104570,129.2343817586356
RM0012,2024-02,151747,133528,87.99383183852069
RM0012,2024-03,103551,178249,172.13643518652643
RM0012,2024-04,156420,178612,114.1874440608618
RM0012,2024-05,497144,636749,128.08140096229664
RM0012,2024-06,524988,241258,45.95495516087987
RM0012,2024-07,331244,266029,80.31209621910132
RM0012,2024-08,299495,474236,158.3452144443146
RM0012,2024-09,97512,89052,91.32414472064977
RM0012,2024-10,244201,109544,44.858129164090236
RM0012,2024-11,261301,121690,46.570812970482315
RM0012,2024-12,418808,299242,71.45087963935741
RM0013,2023-01,178561,84946,47.572538236233
RM0013,2023-02,97102,87967,90.5923667895615
RM0013,2023-03,150136,45056,30.010124154100282
RM0013,2023-04,379269,118146,31.15097727470476
RM0013,2023-05,272873,274474,100.58671982937118
RM0013,2023-06,161312,98787,61.239709383058916
RM0013,2023-07,190232,210367,110.58444425753817
RM0013,2023-08,76911,50544,65.71751765027109
RM0013,2023-09,60387,24120,39.942371702518756
RM0013,2023-10,52080,32847,63.07027649769586
RM0013,2023-11,220756,170936,77.43209697584663
RM0013,2023-12,112950,56233,49.78574590526782
RM0013,2024-01,178516,145171,81.32100203903292
RM0013,2024-02,219198,309549,141.2188979826458
RM0013,2024-03,181810,129831,71.41026346185578
RM0013,2024-04,156576,106142,67.78944410382178
RM0013,2024-05,399821,579571,144.95761853429408
RM0013,2024-06,151888,265528,174.81828715895924
RM0013,2024-07,168698,133744,79.28013373009757
RM0013,2024-08,65050,72570,111.56033820138356
RM0013,2024-10,345363,552607,160.00758622087486
RM0013,2024-11,189166,168387,89.0154678959221
RM0013,2024-12,207600,299610,144.3208092485549
RM0014,2023-01,129558,131421,101.43796600750244
RM0014,2023-02,221204,357239,161.4975316902045
RM0014,2023-03,284820,95012,33.35861245699038
RM0014,2023-04,69922,110418,157.91596350218816
RM0014,2023-05,319205,281925,88.32098494697765
RM0014,2023-06,181660,301331,165.87636243531873
RM0014,2023-07,413812,610223,147.46382415203038
RM0014,2023-08,85280,119001,139.54151031894935
RM0014,2023-09,65987,108278,164.0898964947641
RM0014,2023-10,74227,96014,129.35185309927655
RM0014,2023-11,191334,280371,146.5348552792499
RM0014,2023-12,170302,66307,38.93495085201583
RM0014,2024-01,233547,204290,87.4727570895794
RM0014,2024-02,107912,192893,178.7502780042998
RM0014,2024-03,175981,115443,65.59969542166483
RM0014,2024-04,183886,251202,136.60746331966544
RM0014,2024-05,162085,106592,65.76302557300183
RM0014,2024-07,270433,386207,142.81060373549087
RM0014,2024-08,210567,378307,179.6611054913638
RM0014,2024-09,142370,193521,135.92821521387933
RM0014,2024-10,289758,250365,86.40486198827988
RM0014,2024-11,141645,248410,175.37505736171414
RM0014,2024-12,54923,44100,80.29423010396373
RM0015,2023-02,149891,45296,30.219292686018505
RM0015,2023-03,394084,287431,72.93648054729448
RM0015,2023-04,94701,144938,153.0480142765124
RM0015,2023-05,98856,127171,128.64267216962045
RM0015,2023-06,308477,459234,148.8713907357761
RM0015,2023-07,278455,120558,43.29532599522364
RM0015,2023-08,62482,47496,76.015492461829
RM0015,2023-09,55491,58301,105.0638842334793
RM0015,2023-10,125324,142310,113.55366889023651
RM0015,2023-11,103241,106196,102.86223496479113
RM0015,2023-12,111137,65883,59.2808875532001
RM0015,2024-01,207202,271466,131.01514464146098
RM0015,2024-02,315117,508008,161.2125020230581
RM0015,2024-03,232843,309971,133.1244658417904
RM0015,2024-04,58751,27299,46.46559207502851
RM0015,2024-05,301146,195572,64.94258598819177
RM0015,2024-06,115907,60033,51.79411079572416
RM0015,2024-07,82565,120802,146.31139102525285
RM0015,2024-08,95543,93016,97.35511759103231
RM0015,2024-09,74673,98336,131.68882996531545
RM0015,2024-10,245441,206793,84.25364955325313
RM0015,2024-11,280390,185018,65.98594814365704
RM0015,2024-12,226601,316096,139.49453003296543
RM0016,2023-01,569416,369256,64.84819534400157
RM0016,2023-02,64759,44978,69.45443876526815
RM0016,2023-03,69663,48480,69.59217949270057
RM0016,2023-04,77894,62406,80.11656867024418
RM0016,2023-05,130162,215494,165.55830426699038
RM0016,2023-06,82651,145270,175.7631486612382
RM0016,2023-08,299230,485413,162.22069979614344
RM0016,2023-09,447702,640151,142.98595941050075
RM0016,2023-10,283228,270972,95.67274422020422
RM0016,2023-11,157140,266938,169.87272495863562
RM0016,2023-12,121284,44016,36.29167903433264
RM0016,2024-01,265798,308255,115.97340837779065
RM0016,2024-02,303009,125241,41.33243567022762
RM0016,2024-03,195624,131373,67.15587044534414
RM0016,2024-04,400372,186118,46.486267770972994
RM0016,2024-06,327792,141878,43.28293552008591
RM0016,2024-07,53812,35117,65.25867836170372
RM0016,2024-08,110754,137312,123.97926937176085
RM0016,2024-09,71186,68053,95.59885370718962
RM0016,2024-11,84273,133400,158.29506484876532
RM0016,2024-12,56901,47450,83.39045007996344
RM0017,2023-01,199695,333417,166.96311875610306
RM0017,2023-02,0,0,0.0
RM0017,2023-04,388343,153115,39.427773900907184
RM0017,2023-05,325755,478817,146.9868459425028
RM0017,2023-06,399080,306239,76.73624335972737
RM0017,2023-07,414162,374386,90.39602860716339
RM0017,2023-08,200809,106617,53.09373583853313
RM0017,2023-09,132793,125020,94.1465288079944
RM0017,2023-10,168659,140643,83.38896827326143
RM0017,2023-11,0,0,0.0
RM0017,2023-12,200620,267754,133.4632638819659
RM0017,2024-01,89406,156850,175.43565308815963
RM0017,2024-02,211899,126248,59.57932788734256
RM0017,2024-03,258238,144760,56.0568158055747
RM0017,2024-04,59822,65285,109.13209187255524
RM0017,2024-06,170955,99743,58.34459360650464
RM0017,2024-07,114243,196344,171.86523463144349
RM0017,2024-08,100321,53506,53.33479530706432
RM0017,2024-09,785172,591594,75.34578410845012
RM0017,2024-11,221034,143084,64.73393233620168
RM0017,2024-12,169816,149340,87.94224336929382
RM0018,2023-01,538873,511503,94.9208811723727
RM0018,2023-02,181623,311873,171.71448550018445
RM0018,2023-03,729708,330183,45.248647404167144
RM0018,2023-04,319655,279114,87.31726392516931
RM0018,2023-05,185516,160020,86.25671101144916
RM0018,2023-06,126903,68310,53.828514692324056
RM0018,2023-07,177563,198883,112.00700596408035
RM0018,2023-08,81488,90663,111.25932652660515
RM0018,2023-09,592354,363892,61.43150886125527
RM0018,2023-10,237978,243088,102.14725730949921
RM0018,2023-11,421690,490413,116.29704285138371
RM0018,2024-01,71762,80464,112.12619492210362
RM0018,2024-02,79945,116020,145.12477328163112
RM0018,2024-03,562481,473174,84.12266369886272
RM0018,2024-04,135617,126428,93.22430078824925
RM0018,2024-05,100383,80010,79.70473088072681
RM0018,2024-08,287112,352169,122.65910167460783
RM0018,2024-09,59929,93381,155.8193862737573
RM0018,2024-10,81069,143388,176.87155386152537
RM0018,2024-11,120900,148063,122.46732837055418
RM0018,2024-12,62152,50777,81.69809499292057
RM0019,2023-01,293191,297827,101.58122179739489
RM0019,2023-02,402456,467938,116.27059852505614
RM0019,2023-03,445860,790917,177.39133360247612
RM0019,2023-04,140741,161533,114.77323594403906
RM0019,2023-05,320199,202461,63.22974150450189
RM0019,2023-06,346673,411805,118.7877336856346
RM0019,2023-07,243920,144337,59.17390947851755
RM0019,2023-09,62483,90555,144.92742025831026
RM0019,2023-10,105830,159575,150.78427667013133
RM0019,2023-11,156743,111588,71.19169596090416
RM0019,2023-12,507876,735198,144.75935070765306
RM0019,2024-01,686978,581667,84.67039701416931
RM0019,2024-02,207139,252167,121.73805995008182
RM0019,2024-03,224499,80252,35.74715254856369
RM0019,2024-04,101737,169291,166.40062120958942
RM0019,2024-05,132700,231026,174.09645817633762
RM0019,2024-06,86024,154510,179.61266623267926
RM0019,2024-07,229391,335963,146.45866664341668
RM0019,2024-08,125841,208960,166.0508101493154
RM0019,2024-09,168271,222354,132.14041635219377
RM0019,2024-10,64941,81015,124.7516976948307
RM0019,2024-11,366892,208183,56.742311088821786
RM0020,2023-01,250754,84780,33.81002895267872
RM0020,2023-02,440965,782437,177.4374383454469
RM0020,2023-03,115585,53239,46.06047497512653
RM0020,2023-04,211194,72809,34.47493773497353
RM0020,2023-05,148807,105306,70.7668322054742
RM0020,2023-06,146179,47860,32.74068094596351
RM0020,2023-07,57948,34384,59.33595637468074
RM0020,2023-08,52415,64402,122.86940761232472
RM0020,2023-09,173178,112520,64.97361096675097
RM0020,2023-10,206041,335086,162.63073854232894
RM0020,2023-11,98718,152814,154.7985169877834
RM0020,2023-12,212932,74681,35.072699265493206
RM0020,2024-01,120536,127965,106.16330390920554
RM0020,2024-02,247346,180734,73.06930372838049
RM0020,2024-03,658818,874126,132.6809528579972
RM0020,2024-04,119976,53453,44.55307728212309
RM0020,2024-05,80018,82531,103.14054337774002
RM0020,2024-06,152389,221204,145.15745887170334
RM0020,2024-07,244290,147040,60.19075688730607
RM0020,2024-08,185564,61409,33.09316462244832
RM0020,2024-09,126261,182593,144.61551864788018
RM0020,2024-10,126501,196505,155.33869297475908
RM0020,2024-11,610428,739117,121.08176558087114
RM0021,2023-01,73498,63907,86.9506653242265
RM0021,2023-03,51429,60560,117.75457426743665
RM0021,2023-04,188469,288800,153.23474948134705
RM0021,2023-05,199113,294513,147.91249190158354
RM0021,2023-06,291343,459307,157.6516339846847
RM0021,2023-07,96522,155101,160.68979092849298
RM0021,2023-08,209238,153703,73.45845400930997
RM0021,2023-09,704860,1216076,172.52731038787846
RM0021,2023-10,178152,278774,156.48098253177062
RM0021,2023-11,95469,88218,92.40486440624706
RM0021,2023-12,80495,86946,108.01416237033357
RM0021,2024-01,0,0,0.0
RM0021,2024-02,85893,112451,130.91986541394525
RM0021,2024-03,68798,27005,39.25259455216722
RM0021,2024-04,122896,112417,91.4732782189819
RM0021,2024-05,107792,74044,68.69155410420068
RM0021,2024-06,112049,61073,54.50561807780525
RM0021,2024-07,127489,211237,165.69037328710712
RM0021,2024-08,88122,116909,132.66721136606068
RM0021,2024-09,72935,60598,83.08493864399809
RM0021,2024-10,109920,0,0.0
RM0021,2024-11,464763,437794,94.1972575269546
RM0021,2024-12,225903,271918,120.36936207133151
RM0022,2023-01,72803,58167,79.89643283930607
RM0022,2023-02,470867,385547,81.88023369656399
RM0022,2023-03,56868,42688,75.06506295280299
RM0022,2023-06,111338,48890,43.91133305789578
RM0022,2023-07,195128,160033,82.01437005452831
RM0022,2023-08,198787,155573,78.26115389839376
RM0022,2023-09,51014,90451,177.30622966244562
RM0022,2023-10,78042,100595,128.8985418108198
RM0022,2023-11,238703,133056,55.74123492373367
RM0022,2023-12,67768,35840,52.88631802620706
RM0022,2024-01,92517,51101,55.234173178983326
RM0022,2024-02,218128,203131,93.12467908750826
RM0022,2024-03,165760,61497,37.100024131274125
RM0022,2024-04,346261,192471,55.58552652478911
RM0022,2024-05,116978,47709,40.78459197455932
RM0022,2024-07,72065,93590,129.86886838271005
RM0022,2024-09,226934,298519,131.54441379431904
RM0022,2024-10,170490,294740,172.87817467300135
RM0022,2024-11,156140,152098,97.41129755347765
RM0022,2024-12,92662,41537,44.826358161921824
RM0023,2023-02,169162,130649,77.23306652794363
RM0023,2023-03,161358,98295,60.91733908452014
RM0023,2023-04,146659,100815,68.74109328442168
RM0023,2023-05,323183,581582,179.95439116537688
RM0023,2023-06,108380,169451,156.34895737220887
RM0023,2023-07,359518,645015,179.41104478774358
RM0023,2023-08,112946,161971,143.40569829830184
RM0023,2023-09,88972,110075,123.71869801735377
RM0023,2023-10,233036,328972,141.16788822327882
RM0023,2023-11,84822,133432,157.3082455023461
RM0023,2023-12,131960,82416,62.45528948166111
RM0023,2024-01,167306,266859,159.50354440366755
RM0023,2024-02,562087,799462,142.23100694376492
RM0023,2024-03,50845,25526,50.20355983872554
RM0023,2024-04,61900,27967,45.18093699515347
RM0023,2024-05,122441,98900,80.77359707940968
RM0023,2024-06,68102,58480,85.87119321018473
RM0023,2024-07,370860,453614,122.31408078520197
RM0023,2024-08,288786,264887,91.72432181615451
RM0023,2024-09,119674,109544,91.53533766732957
RM0023,2024-10,107325,102778,95.76333566270672
RM0023,2024-11,191386,198941,103.94751967228532
RM0023,2024-12,322947,532929,165.02057613168722
RM0024,2023-01,145142,95738,65.96161000950794
RM0024,2023-02,485589,681066,140.25564829516318
RM0024,2023-04,203300,288303,141.81160846040336
RM0024,2023-05,61853,24830,40.14356619727418
RM0024,2023-06,74929,39051,52.117337746399926
RM0024,2023-07,131882,70702,53.61004534356471
RM0024,2023-08,339163,395852,116.71438217022494
RM0024,2023-09,118892,48083,40.44258654913703
RM0024,2023-10,184116,87418,47.47984965999696
RM0024,2023-11,253930,381945,150.4134997834049
RM0024,2023-12,167781,87985,52.44038359528195
RM0024,2024-01,281872,214713,76.17393710620424
RM0024,2024-03,87780,88292,100.58327637275006
RM0024,2024-04,433904,343968,79.27283454404662
RM0024,2024-05,102939,170710,165.8360776770709
RM0024,2024-06,58271,24781,42.52715759125466
RM0024,2024-07,229878,134682,58.588468665988046
RM0024,2024-08,107105,54040,50.455160823490964
RM0024,2024-09,110575,79690,72.0687316301153
RM0024,2024-10,249962,338207,135.30336611164898
RM0024,2024-11,514921,714006,138.66321241510832
RM0024,2024-12,228026,305852,134.1303184724549
RM0025,2023-01,371795,276747,74.43537433262955
RM0025,2023-02,103520,146151,141.1814142194745
RM0025,2023-03,88952,148374,166.80232035254969
RM0025,2023-04,164787,123621,75.01866045258424
RM0025,2023-05,274483,210934,76.84774649067519
RM0025,2023-06,545658,968261,177.4483284401585
RM0025,2023-07,214850,101076,47.044915057016524
RM0025,2023-09,95817,102823,107.31185489005082
RM0025,2023-10,336022,193995,57.73282701727863
RM0025,2023-11,66539,27395,41.17134312207878
RM0025,2023-12,156077,253945,162.70494691722675
RM0025,2024-01,56492,34939,61.84769524888479
RM0025,2024-02,227261,349708,153.8794601801453
RM0025,2024-04,297070,438951,147.76012387652742
RM0025,2024-05,70854,63475,89.58562678183306
RM0025,2024-06,677423,1208069,178.3330356365225
RM0025,2024-07,188356,256898,136.3896026672896
RM0025,2024-08,503261,490625,97.48917559675795
RM0025,2024-09,72077,93946,130.34116292298515
RM0025,2024-10,533215,717605,134.5807976144707
RM0025,2024-11,293927,274564,93.41230985925077
RM0026,2023-01,65215,36084,55.33082879705589
RM0026,2023-03,658166,684345,103.97756796917494
RM0026,2023-04,51814,89796,173.3045122939746
RM0026,2023-05,153307,238300,155.43973856379682
RM0026,2023-07,169263,76600,45.25501733987936
RM0026,2023-09,193398,347362,179.60992357728622
RM0026,2023-10,55303,86421,156.26819521544942
RM0026,2023-12,90276,80417,89.07904647968452
RM0026,2024-02,119951,197702,164.8189677451626
RM0026,2024-03,129428,0,0.0
RM0026,2024-04,138906,212114,152.70326695751083
RM0026,2024-05,57521,24715,42.96691643052103
RM0026,2024-06,53289,70979,133.1963444613335
RM0026,2024-07,161860,261247,161.40306437662178
RM0026,2024-08,153532,97144,63.2728030638564
RM0026,2024-09,295326,218980,74.14856802313375
RM0026,2024-10,461605,311876,67.56339294418387
RM0026,2024-11,77538,80638,103.99803967087107
RM0026,2024-12,57775,20488,35.46170488965816
RM0027,2023-01,152781,95130,62.265595852887465
RM0027,2023-02,51409,38252,74.40720496411134
RM0027,2023-03,147331,131335,89.14281447896234
RM0027,2023-04,71835,84011,116.94995475743022
RM0027,2023-05,235853,309747,131.3305321535024
RM0027,2023-06,125072,63335,50.638832032749136
RM0027,2023-08,153818,251592,163.56473234601933
RM0027,2023-09,144870,85983,59.35183267757299
RM0027,2023-10,64650,50146,77.56535189481826
RM0027,2023-11,482164,682027,141.4512489526385
RM0027,2023-12,106305,78987,74.30224354451813
RM0027,2024-01,388381,219960,56.635108308593885
