Customer_ID,RM_ID,Rating,Feedback_Date,City,Sentiment
CUST000069,RM0050,5.0,2025-08-26 00:00:00.000000,Hyderabad,Positive
CUST000070,RM0109,3.2,2025-06-04 00:00:00.000000,Jaipur,Neutral
CUST000070,RM0109,4.0,2025-10-20 00:00:00.000000,Lucknow,Positive
CUST000070,RM0109,3.4,2023-02-18 00:00:00.000000,Jaipur,Neutral
CUST000070,RM0109,4.2,2024-01-16 00:00:00.000000,Chennai,Positive
CUST000071,RM0081,3.9,2026-03-05 00:00:00.000000,Delhi,Neutral
CUST000072,RM0012,3.6,2025-07-31 00:00:00.000000,Lucknow,Neutral
CUST000073,RM0011,4.5,2024-10-30 00:00:00.000000,Kolkata,Positive
CUST000074,RM0075,3.5,2023-10-01 00:00:00.000000,Bangalore,Neutral
CUST000075,RM0104,5.0,2025-11-05 00:00:00.000000,Hyderabad,Positive
CUST000075,RM0024,4.2,2025-06-05 00:00:00.000000,Chennai,Positive
CUST000075,RM0198,5.0,2025-12-28 00:00:00.000000,Ahmedabad,Positive
CUST000075,RM0190,3.2,2023-05-16 00:00:00.000000,Jaipur,Neutral
CUST000075,RM0210,3.9,2024-10-25 00:00:00.000000,Kolkata,Neutral
CUST000076,RM0001,4.0,2025-09-17 00:00:00.000000,Delhi,Positive
CUST000076,RM0099,2.1,2026-07-16 00:00:00.000000,Bangalore,Negative
CUST000077,RM0128,5.0,2024-11-03 00:00:00.000000,Pune,Positive
CUST000078,RM0072,5.0,2025-04-23 00:00:00.000000,Lucknow,Positive
CUST000079,RM0117,4.0,2024-03-24 00:00:00.000000,Jaipur,Positive
CUST000080,RM0219,3.7,2025-03-31 00:00:00.000000,Pune,Neutral
CUST000081,RM0145,4.4,2026-02-09 10:32:46.363033,Bangalore,Positive
CUST000082,RM0014,4.1,2026-06-17 10:32:46.363066,Bangalore,Positive
CUST000083,RM0045,2.7,2024-10-12 00:00:00.000000,Jaipur,Negative
CUST000084,RM0079,5.0,2024-12-27 00:00:00.000000,Pune,Positive
CUST000085,RM0179,3.7,2024-06-02 00:00:00.000000,Chennai,Neutral
CUST000085,RM0001,2.0,2024-08-22 00:00:00.000000,Pune,Negative
CUST000085,RM0179,3.3,2025-02-07 00:00:00.000000,Ahmedabad,Neutral
CUST000085,RM0179,2.6,2023-12-31 00:00:00.000000,Lucknow,Negative
CUST000085,RM0179,4.1,2026-07-26 00:00:00.000000,Pune,Positive
CUST000086,RM0243,4.1,2023-01-15 00:00:00.000000,Mumbai,Positive
CUST000087,RM0123,5.0,2026-07-23 00:00:00.000000,Hyderabad,Positive
CUST000088,RM0211,5.0,2026-07-28 00:00:00.000000,Jaipur,Positive
CUST000089,RM0125,5.0,2023-01-17 00:00:00.000000,Hyderabad,Positive
CUST000090,RM0220,3.0,2026-07-23 00:00:00.000000,Mumbai,Neutral
CUST000091,RM0181,4.6,2026-02-24 00:00:00.000000,Jaipur,Positive
CUST000092,RM0074,4.8,2024-07-21 00:00:00.000000,Jaipur,Positive
CUST000092,RM0074,3.5,2026-03-25 00:00:00.000000,Ahmedabad,Neutral
CUST000092,RM0074,4.3,2024-05-27 00:00:00.000000,Jaipur,Positive
CUST000092,RM0074,4.4,2025-03-26 00:00:00.000000,Jaipur,Positive
CUST000093,RM0063,3.5,2026-01-09 00:00:00.000000,Jaipur,Neutral
CUST000094,RM0220,5.0,2025-06-24 00:00:00.000000,Pune,Positive
CUST000095,RM0208,4.2,2025-05-02 00:00:00.000000,Chennai,Positive
CUST000095,RM0208,3.8,2026-03-01 00:00:00.000000,Jaipur,Neutral
CUST000095,RM0208,2.8,2024-09-14 00:00:00.000000,Delhi,Negative
CUST000095,RM0208,5.0,2023-08-18 00:00:00.000000,Mumbai,Positive
CUST000095,RM0208,4.1,2023-02-25 00:00:00.000000,Bangalore,Positive
CUST000096,RM0080,4.1,2023-08-14 00:00:00.000000,Kolkata,Positive
CUST000097,RM0123,4.0,2025-02-20 00:00:00.000000,Mumbai,Positive
CUST000097,RM0123,3.2,2023-02-06 00:00:00.000000,Lucknow,Neutral
CUST000097,RM0123,4.9,2025-06-19 00:00:00.000000,Chennai,Positive
CUST000097,RM0123,2.9,2023-10-06 00:00:00.000000,Chennai,Negative
CUST000098,RM0211,1.8,2025-04-12 00:00:00.000000,Mumbai,Negative
CUST000099,RM0106,3.3,2025-04-26 00:00:00.000000,Hyderabad,Neutral
CUST000100,RM0242,4.3,2023-02-01 00:00:00.000000,Ahmedabad,Positive
CUST000101,RM0038,4.3,2023-06-30 00:00:00.000000,Bangalore,Positive
CUST000102,RM0058,4.1,2023-11-02 00:00:00.000000,Jaipur,Positive
CUST000103,RM0250,3.8,2025-03-22 00:00:00.000000,Ahmedabad,Neutral
CUST000104,RM0152,4.2,2025-02-25 00:00:00.000000,Jaipur,Positive
CUST000104,RM0229,5.0,2023-04-18 00:00:00.000000,Mumbai,Positive
CUST000104,RM0228,4.2,2023-02-21 00:00:00.000000,Hyderabad,Positive
CUST000104,RM0058,3.6,2024-07-10 00:00:00.000000,Pune,Neutral
CUST000104,RM0120,3.9,2025-01-13 00:00:00.000000,Lucknow,Neutral
CUST000105,RM0128,3.8,2024-06-26 00:00:00.000000,Mumbai,Neutral
CUST000106,RM0008,4.1,2023-01-09 00:00:00.000000,Hyderabad,Positive
CUST000106,RM0026,3.1,2026-02-22 00:00:00.000000,Chennai,Neutral
CUST000106,RM0026,4.8,2023-01-26 00:00:00.000000,Jaipur,Positive
CUST000107,RM0151,4.3,2026-02-19 00:00:00.000000,Bangalore,Positive
CUST000108,RM0158,3.2,2026-04-14 10:32:46.363119,Jaipur,Neutral
CUST000109,RM0044,5.0,2026-01-16 10:32:46.363153,Kolkata,Positive
CUST000110,RM0135,2.1,2023-08-24 00:00:00.000000,Kolkata,Negative
CUST000110,RM0247,5.0,2024-12-28 00:00:00.000000,Lucknow,Positive
CUST000111,RM0179,5.0,2025-06-05 00:00:00.000000,Bangalore,Positive
CUST000112,RM0219,5.0,2024-04-23 00:00:00.000000,Jaipur,Positive
CUST000113,RM0063,3.5,2026-04-29 00:00:00.000000,Lucknow,Neutral
CUST000114,RM0215,4.2,2023-09-09 00:00:00.000000,Chennai,Positive
CUST000115,RM0100,3.4,2025-10-02 00:00:00.000000,Hyderabad,Neutral
CUST000116,RM0173,4.4,2025-04-19 00:00:00.000000,Mumbai,Positive
CUST000117,RM0103,4.0,2023-10-23 00:00:00.000000,Mumbai,Positive
CUST000118,RM0028,3.5,2024-06-21 00:00:00.000000,Delhi,Neutral
CUST000119,RM0132,3.5,2025-12-22 00:00:00.000000,Lucknow,Neutral
CUST000120,RM0152,4.1,2023-12-11 00:00:00.000000,Kolkata,Positive
CUST000120,RM0152,5.0,2024-02-04 00:00:00.000000,Bangalore,Positive
CUST000121,RM0208,5.0,2023-07-11 00:00:00.000000,Kolkata,Positive
CUST000122,RM0076,4.1,2025-02-03 00:00:00.000000,Hyderabad,Positive
CUST000123,RM0136,3.8,2023-12-02 00:00:00.000000,Pune,Neutral
CUST000123,RM0136,4.6,2023-01-22 00:00:00.000000,Pune,Positive
CUST000123,RM0136,3.4,2025-04-09 00:00:00.000000,Kolkata,Neutral
CUST000123,RM0136,4.0,2024-09-11 00:00:00.000000,Bangalore,Positive
CUST000124,RM0083,3.8,2023-10-09 00:00:00.000000,Ahmedabad,Neutral
CUST000124,RM0019,2.0,2024-06-06 00:00:00.000000,Bangalore,Negative
CUST000124,RM0217,4.1,2025-03-16 00:00:00.000000,Lucknow,Positive
CUST000125,RM0145,4.0,2025-03-18 00:00:00.000000,Hyderabad,Positive
CUST000126,RM0212,4.1,2025-08-25 00:00:00.000000,Bangalore,Positive
CUST000127,RM0212,3.5,2024-06-18 00:00:00.000000,Jaipur,Neutral
CUST000128,RM0168,4.5,2024-10-11 00:00:00.000000,Pune,Positive
CUST000129,RM0174,4.1,2023-02-24 00:00:00.000000,Hyderabad,Positive
CUST000130,RM0128,3.5,2026-06-26 00:00:00.000000,Delhi,Neutral
CUST000131,RM0085,4.8,2024-10-23 00:00:00.000000,Delhi,Positive
CUST000132,RM0071,3.8,2023-11-28 00:00:00.000000,Mumbai,Neutral
CUST000133,RM0163,3.0,2023-03-28 00:00:00.000000,Bangalore,Neutral
CUST000134,RM0116,2.2,2026-07-29 00:00:00.000000,Ahmedabad,Negative
CUST000135,RM0196,5.0,2026-02-10 00:00:00.000000,Ahmedabad,Positive
CUST000136,RM0125,4.1,2023-02-03 00:00:00.000000,Delhi,Positive
CUST000137,RM0011,4.1,2024-08-11 00:00:00.000000,Delhi,Positive
CUST000138,RM0098,4.0,2025-08-07 00:00:00.000000,Jaipur,Positive
CUST000139,RM0021,5.0,2026-06-30 00:00:00.000000,Chennai,Positive
CUST000140,RM0135,4.1,2025-07-10 00:00:00.000000,Pune,Positive
CUST000141,RM0115,5.0,2024-12-03 00:00:00.000000,Mumbai,Positive
CUST000142,RM0076,4.1,2025-03-26 00:00:00.000000,Delhi,Positive
CUST000143,RM0245,1.3,2024-09-26 00:00:00.000000,Delhi,Negative
CUST000144,RM0059,5.0,2024-04-11 00:00:00.000000,Mumbai,Positive
CUST000145,RM0026,4.3,2023-09-05 00:00:00.000000,Lucknow,Positive
CUST000146,RM0223,3.5,2025-09-04 00:00:00.000000,Kolkata,Neutral
CUST000147,RM0232,3.7,2024-09-28 00:00:00.000000,Lucknow,Neutral
CUST000148,RM0197,3.7,2026-01-02 10:32:46.363205,Ahmedabad,Neutral
CUST000149,RM0140,2.8,2026-05-06 10:32:46.363239,Bangalore,Negative
CUST000150,RM0051,4.9,2023-11-29 00:00:00.000000,Chennai,Positive
CUST000151,RM0219,3.6,2024-01-16 00:00:00.000000,Lucknow,Neutral
CUST000152,RM0047,3.1,2024-04-01 00:00:00.000000,Hyderabad,Neutral
CUST000153,RM0133,5.0,2026-08-08 00:00:00.000000,Pune,Positive
CUST000154,RM0125,2.8,2023-06-20 00:00:00.000000,Delhi,Negative
CUST000155,RM0113,3.9,2024-09-09 00:00:00.000000,Mumbai,Neutral
CUST000155,RM0113,1.7,2024-08-23 00:00:00.000000,Hyderabad,Negative
CUST000155,RM0113,5.0,2026-07-05 00:00:00.000000,Pune,Positive
CUST000155,RM0113,3.7,2023-04-22 00:00:00.000000,Lucknow,Neutral
CUST000156,RM0040,4.8,2025-04-07 00:00:00.000000,Chennai,Positive
CUST000156,RM0040,3.1,2023-02-17 00:00:00.000000,Mumbai,Neutral
CUST000156,RM0040,2.4,2025-02-19 00:00:00.000000,Chennai,Negative
CUST000156,RM0040,3.3,2025-01-22 00:00:00.000000,Ahmedabad,Neutral
CUST000156,RM0040,5.0,2025-06-21 00:00:00.000000,Kolkata,Positive
CUST000157,RM0158,4.6,2024-10-08 00:00:00.000000,Mumbai,Positive
CUST000158,RM0176,2.4,2023-05-08 00:00:00.000000,Hyderabad,Negative
CUST000159,RM0008,1.6,2023-06-30 00:00:00.000000,Ahmedabad,Negative
CUST000160,RM0225,3.7,2024-04-18 00:00:00.000000,Bangalore,Neutral
CUST000161,RM0161,5.0,2025-05-28 00:00:00.000000,Chennai,Positive
CUST000161,RM0174,3.2,2025-10-20 00:00:00.000000,Delhi,Neutral
CUST000161,RM0052,5.0,2023-10-28 00:00:00.000000,Lucknow,Positive
CUST000162,RM0133,4.1,2023-06-27 00:00:00.000000,Hyderabad,Positive
CUST000163,RM0168,5.0,2025-07-14 00:00:00.000000,Ahmedabad,Positive
CUST000164,RM0151,3.3,2026-02-26 00:00:00.000000,Kolkata,Neutral
CUST000165,RM0237,3.9,2024-12-02 00:00:00.000000,Delhi,Neutral
CUST000166,RM0109,3.3,2024-09-30 00:00:00.000000,Hyderabad,Neutral
CUST000167,RM0122,5.0,2024-08-26 00:00:00.000000,Mumbai,Positive
CUST000168,RM0079,4.6,2023-02-01 00:00:00.000000,Ahmedabad,Positive
CUST000169,RM0095,2.3,2024-09-09 00:00:00.000000,Chennai,Negative
CUST000169,RM0095,4.7,2023-04-13 00:00:00.000000,Kolkata,Positive
CUST000169,RM0095,2.5,2023-06-18 00:00:00.000000,Hyderabad,Negative
CUST000169,RM0095,3.1,2024-11-26 00:00:00.000000,Lucknow,Neutral
CUST000170,RM0057,4.7,2023-10-07 00:00:00.000000,Mumbai,Positive
CUST000171,RM0204,2.7,2024-03-01 00:00:00.000000,Jaipur,Negative
CUST000172,RM0173,3.6,2023-10-30 00:00:00.000000,Bangalore,Neutral
CUST000173,RM0241,4.8,2025-11-28 00:00:00.000000,Lucknow,Positive
CUST000173,RM0241,4.4,2024-07-27 00:00:00.000000,Delhi,Positive
CUST000173,RM0241,4.4,2023-05-03 00:00:00.000000,Mumbai,Positive
CUST000173,RM0241,4.8,2026-04-14 00:00:00.000000,Lucknow,Positive
CUST000174,RM0129,5.0,2026-01-06 00:00:00.000000,Ahmedabad,Positive
CUST000175,RM0244,2.8,2025-11-27 00:00:00.000000,Hyderabad,Negative
CUST000176,RM0028,4.3,2023-03-29 00:00:00.000000,Jaipur,Positive
CUST000177,RM0067,5.0,2026-01-18 10:32:46.363311,Lucknow,Positive
CUST000178,RM0003,4.8,2026-07-23 00:00:00.000000,Jaipur,Positive
CUST000179,RM0221,3.8,2024-09-14 00:00:00.000000,Ahmedabad,Neutral
CUST000180,RM0143,3.8,2026-03-13 00:00:00.000000,Ahmedabad,Neutral
CUST000181,RM0096,4.8,2026-06-14 00:00:00.000000,Hyderabad,Positive
CUST000182,RM0013,4.2,2024-10-13 00:00:00.000000,Chennai,Positive
CUST000183,RM0079,5.0,2024-01-07 00:00:00.000000,Lucknow,Positive
CUST000184,RM0093,4.1,2023-06-14 00:00:00.000000,Ahmedabad,Positive
CUST000185,RM0061,3.6,2023-05-06 00:00:00.000000,Delhi,Neutral
CUST000186,RM0110,2.2,2026-03-17 00:00:00.000000,Hyderabad,Negative
CUST000187,RM0085,3.8,2026-07-19 00:00:00.000000,Lucknow,Neutral
CUST000187,RM0085,2.8,2026-01-16 00:00:00.000000,Jaipur,Negative
CUST000187,RM0085,2.2,2026-08-01 00:00:00.000000,Ahmedabad,Negative
CUST000187,RM0085,3.1,2023-03-30 00:00:00.000000,Kolkata,Neutral
CUST000188,RM0196,4.7,2024-07-23 00:00:00.000000,Kolkata,Positive
CUST000189,RM0070,3.8,2023-11-28 00:00:00.000000,Kolkata,Neutral
CUST000190,RM0142,4.2,2023-10-31 00:00:00.000000,Lucknow,Positive
CUST000191,RM0196,4.7,2024-04-05 00:00:00.000000,Pune,Positive
CUST000192,RM0248,4.0,2024-05-25 00:00:00.000000,Jaipur,Positive
CUST000193,RM0113,3.3,2024-03-23 00:00:00.000000,Mumbai,Neutral
CUST000194,RM0135,3.6,2025-12-18 00:00:00.000000,Pune,Neutral
CUST000194,RM0135,4.8,2026-03-16 00:00:00.000000,Bangalore,Positive
CUST000194,RM0135,4.0,2024-03-14 00:00:00.000000,Ahmedabad,Positive
CUST000195,RM0169,1.5,2024-09-23 00:00:00.000000,Pune,Negative
CUST000196,RM0227,3.6,2023-10-04 00:00:00.000000,Jaipur,Neutral
CUST000197,RM0049,4.5,2025-04-06 00:00:00.000000,Pune,Positive
CUST000198,RM0088,4.2,2026-08-04 00:00:00.000000,Ahmedabad,Positive
CUST000199,RM0080,3.0,2025-05-09 00:00:00.000000,Delhi,Neutral
CUST000200,RM0141,3.3,2025-03-03 00:00:00.000000,Jaipur,Neutral
CUST000201,RM0065,4.0,2025-03-03 00:00:00.000000,Jaipur,Positive
CUST000201,RM0065,2.1,2024-12-31 00:00:00.000000,Chennai,Negative
CUST000202,RM0027,4.5,2026-04-29 00:00:00.000000,Jaipur,Positive
CUST000203,RM0223,4.6,2024-01-22 00:00:00.000000,Pune,Positive
CUST000204,RM0244,3.9,2026-06-08 00:00:00.000000,Lucknow,Neutral
CUST000204,RM0244,3.6,2025-01-22 00:00:00.000000,Pune,Neutral
CUST000205,RM0073,2.9,2026-02-01 10:32:46.363363,Ahmedabad,Negative
CUST000205,RM0073,4.3,2023-04-21 00:00:00.000000,Bangalore,Positive
CUST000205,RM0073,2.4,2025-02-14 00:00:00.000000,Jaipur,Negative
CUST000205,RM0073,4.8,2025-03-19 00:00:00.000000,Ahmedabad,Positive
CUST000205,RM0073,4.6,2026-04-12 00:00:00.000000,Delhi,Positive
CUST000206,RM0226,5.0,2023-05-12 00:00:00.000000,Ahmedabad,Positive
CUST000207,RM0039,4.1,2023-06-07 00:00:00.000000,Jaipur,Positive
CUST000208,RM0093,3.5,2026-04-13 00:00:00.000000,Kolkata,Neutral
CUST000209,RM0069,4.4,2026-07-02 00:00:00.000000,Delhi,Positive
CUST000210,RM0121,4.8,2025-09-04 00:00:00.000000,Jaipur,Positive
CUST000211,RM0090,2.8,2023-03-07 00:00:00.000000,Mumbai,Negative
CUST000212,RM0068,3.9,2024-12-06 00:00:00.000000,Mumbai,Neutral
CUST000213,RM0060,4.3,2023-02-02 00:00:00.000000,Jaipur,Positive
CUST000213,RM0060,4.5,2024-06-01 00:00:00.000000,Hyderabad,Positive
CUST000213,RM0060,3.6,2026-06-23 00:00:00.000000,Delhi,Neutral
CUST000213,RM0060,4.6,2025-08-19 00:00:00.000000,Ahmedabad,Positive
CUST000214,RM0188,3.0,2023-11-08 00:00:00.000000,Pune,Neutral
CUST000214,RM0119,5.0,2026-03-28 00:00:00.000000,Jaipur,Positive
CUST000214,RM0017,3.4,2024-04-24 00:00:00.000000,Ahmedabad,Neutral
CUST000215,RM0134,4.4,2024-09-08 00:00:00.000000,Bangalore,Positive
CUST000216,RM0182,3.4,2026-03-24 00:00:00.000000,Bangalore,Neutral
CUST000216,RM0174,4.1,2026-06-03 00:00:00.000000,Bangalore,Positive
CUST000216,RM0130,2.9,2024-02-11 00:00:00.000000,Bangalore,Negative
CUST000216,RM0228,5.0,2023-04-19 00:00:00.000000,Delhi,Positive
CUST000217,RM0027,3.2,2026-06-06 00:00:00.000000,Jaipur,Neutral
CUST000218,RM0131,4.1,2026-04-10 00:00:00.000000,Lucknow,Positive
CUST000219,RM0140,3.9,2023-05-06 00:00:00.000000,Ahmedabad,Neutral
CUST000220,RM0042,3.3,2026-03-05 00:00:00.000000,Pune,Neutral
CUST000221,RM0086,1.5,2024-05-25 00:00:00.000000,Kolkata,Negative
CUST000221,RM0086,5.0,2024-03-01 00:00:00.000000,Hyderabad,Positive
CUST000222,RM0028,4.1,2023-09-09 00:00:00.000000,Lucknow,Positive
CUST000223,RM0240,2.3,2024-02-01 00:00:00.000000,Ahmedabad,Negative
CUST000223,RM0240,2.1,2024-12-14 00:00:00.000000,Kolkata,Negative
CUST000223,RM0240,3.7,2025-02-03 00:00:00.000000,Bangalore,Neutral
CUST000224,RM0248,3.9,2026-01-22 00:00:00.000000,Lucknow,Neutral
CUST000225,RM0017,3.8,2023-07-20 00:00:00.000000,Chennai,Neutral
CUST000226,RM0223,5.0,2026-06-04 00:00:00.000000,Lucknow,Positive
